"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","571","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Fri Jan 16 04:19:08 UTC 2026","passed","Fri Jan 16 04:19:08 UTC 2026","TestFooter","footer_test","",""
"","108","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Fri Jan 16 04:06:38 UTC 2026","passed","Fri Jan 16 04:06:38 UTC 2026","TestFooter","footer_test","",""
"","904","Проверка доступности https://app.dev.pulsewave.ru/","tests.api_tests","Fri Jan 16 04:02:42 UTC 2026","passed","Fri Jan 16 04:02:43 UTC 2026","TestAvailability","availability_test","",""
"","43","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/login","tests.ui_tests","Fri Jan 16 04:05:28 UTC 2026","passed","Fri Jan 16 04:05:28 UTC 2026","TestFooter","footer_test","",""
"","589","H.5 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/login' по кнопке 'Войти'","tests.ui_tests","Fri Jan 16 04:19:50 UTC 2026","passed","Fri Jan 16 04:19:51 UTC 2026","TestHeader","header_test","",""
"","1645","A.2 POST Создать пользователя с корректными данными","tests.api_tests","Fri Jan 16 04:00:51 UTC 2026","passed","Fri Jan 16 04:00:53 UTC 2026","TestAPI","api_test","",""
"","522","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Fri Jan 16 04:16:39 UTC 2026","passed","Fri Jan 16 04:16:39 UTC 2026","TestFooter","footer_test","",""
"","37","L.2 Проверка размера шрифта заголовка 'Войти'","tests.ui_tests","Fri Jan 16 04:21:15 UTC 2026","passed","Fri Jan 16 04:21:15 UTC 2026","TestLoginPage","login_page_test","",""
"","0","S.15 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности', проверка корректности перехода по ссылке 'Условиями пользования'","tests.ui_tests","Fri Jan 16 04:24:24 UTC 2026","skipped","Fri Jan 16 04:24:24 UTC 2026","TestSignupPage","signup_page_test","",""
"","11","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Fri Jan 16 04:16:35 UTC 2026","passed","Fri Jan 16 04:16:35 UTC 2026","TestFooter","footer_test","",""
"","1806","A.18 POST Обновить JWT refresh token авторизованного пользователя","tests.api_tests","Fri Jan 16 04:01:57 UTC 2026","passed","Fri Jan 16 04:01:59 UTC 2026","TestAPI","api_test","",""
"","4402","A.3 POST Активация пользователя с корректными данными","tests.api_tests","Fri Jan 16 04:00:53 UTC 2026","passed","Fri Jan 16 04:00:57 UTC 2026","TestAPI","api_test","",""
"","67","F.8 Проверка кликабельности значка LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Fri Jan 16 04:17:47 UTC 2026","passed","Fri Jan 16 04:17:47 UTC 2026","TestFooter","footer_test","",""
"","546","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Fri Jan 16 04:14:11 UTC 2026","passed","Fri Jan 16 04:14:12 UTC 2026","TestFooter","footer_test","",""
"","62700","F.1 Проверка попапа о принятии файлов cookie на странице https://pulsewave.ru/","tests.ui_tests","Fri Jan 16 04:03:08 UTC 2026","passed","Fri Jan 16 04:04:11 UTC 2026","TestFooter","footer_test","",""
"","546","L.2 Проверка шрифта заголовка 'Войти'","tests.ui_tests","Fri Jan 16 04:21:22 UTC 2026","passed","Fri Jan 16 04:21:22 UTC 2026","TestLoginPage","login_page_test","",""
"","2022","W.5 Проверка что авторизованный пользователь может выйти из аккаунта","tests.ui_tests","Fri Jan 16 04:25:10 UTC 2026","passed","Fri Jan 16 04:25:12 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","46","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Fri Jan 16 04:14:05 UTC 2026","passed","Fri Jan 16 04:14:05 UTC 2026","TestFooter","footer_test","",""
"","3017","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/login","tests.ui_tests","Fri Jan 16 04:04:11 UTC 2026","passed","Fri Jan 16 04:04:14 UTC 2026","TestFooter","footer_test","",""
"","31","H.4 Проверка текста кнопки 'Регистрация'","tests.ui_tests","Fri Jan 16 04:19:39 UTC 2026","passed","Fri Jan 16 04:19:39 UTC 2026","TestHeader","header_test","",""
"","47","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Fri Jan 16 04:10:32 UTC 2026","passed","Fri Jan 16 04:10:32 UTC 2026","TestFooter","footer_test","",""
"","6926","A.21 POST Подтверждение смены почты пользователя. Токен из ссылки auth/change_email/{token}.","tests.api_tests","Fri Jan 16 04:02:03 UTC 2026","passed","Fri Jan 16 04:02:10 UTC 2026","TestAPI","api_test","",""
