"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","S.15 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности', проверка корректности перехода по ссылке 'Условиями пользования'","tests.ui_tests","Wed Mar 04 04:49:04 UTC 2026","skipped","Wed Mar 04 04:49:04 UTC 2026","TestSignupPage","signup_page_test","",""
"","549","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Wed Mar 04 04:38:39 UTC 2026","passed","Wed Mar 04 04:38:40 UTC 2026","TestFooter","footer_test","",""
"","569","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/signup","tests.ui_tests","Wed Mar 04 04:31:27 UTC 2026","passed","Wed Mar 04 04:31:28 UTC 2026","TestFooter","footer_test","",""
"","67","L.6 Окно авторизации сообщение 'Забыли пароль?'","tests.ui_tests","Wed Mar 04 04:46:49 UTC 2026","passed","Wed Mar 04 04:46:50 UTC 2026","TestLoginPage","login_page_test","",""
"","1413","A.18 POST Обновить JWT refresh token авторизованного пользователя","tests.api_tests","Wed Mar 04 04:28:23 UTC 2026","passed","Wed Mar 04 04:28:24 UTC 2026","TestAPI","api_test","",""
"","1510","W.6 Проверка перехода в Рабочие пространства по ссылке На главную","tests.ui_tests","Wed Mar 04 04:49:46 UTC 2026","passed","Wed Mar 04 04:49:48 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","559","Проверка доступности https://api.pulsewave.ru/api/healthcheck/","tests.api_tests","Wed Mar 04 04:28:59 UTC 2026","passed","Wed Mar 04 04:29:00 UTC 2026","TestAvailability","availability_test","",""
"","2256","L.8 Авторизация с пустым паролем","tests.ui_tests","Wed Mar 04 04:47:01 UTC 2026","passed","Wed Mar 04 04:47:04 UTC 2026","TestLoginPage","login_page_test","",""
"","521","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Wed Mar 04 04:42:14 UTC 2026","passed","Wed Mar 04 04:42:14 UTC 2026","TestFooter","footer_test","",""
"","539","H.4 Проверка текста кнопки 'Регистрация'","tests.ui_tests","Wed Mar 04 04:45:10 UTC 2026","passed","Wed Mar 04 04:45:10 UTC 2026","TestHeader","header_test","",""
"","1015","A.1 GET Проверка доступности API","tests.api_tests","Wed Mar 04 04:27:22 UTC 2026","passed","Wed Mar 04 04:27:23 UTC 2026","TestAPI","api_test","",""
"","553","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Mar 04 04:34:59 UTC 2026","passed","Wed Mar 04 04:34:59 UTC 2026","TestFooter","footer_test","",""
"","2577","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Wed Mar 04 04:44:49 UTC 2026","passed","Wed Mar 04 04:44:52 UTC 2026","TestHeader","header_test","",""
"","580","S.12 Окно регистрации сообщение 'Я согласен получать новости и обновления PulseWave'","tests.ui_tests","Wed Mar 04 04:49:04 UTC 2026","passed","Wed Mar 04 04:49:04 UTC 2026","TestSignupPage","signup_page_test","",""
"","57","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Mar 04 04:36:07 UTC 2026","passed","Wed Mar 04 04:36:07 UTC 2026","TestFooter","footer_test","",""
"","96","F.9 Проверка перехода в LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Wed Mar 04 04:44:31 UTC 2026","passed","Wed Mar 04 04:44:31 UTC 2026","TestFooter","footer_test","",""
"","47","L.1 Проверка текста заголовка 'Войти'","tests.ui_tests","Wed Mar 04 04:46:27 UTC 2026","passed","Wed Mar 04 04:46:27 UTC 2026","TestLoginPage","login_page_test","",""
