"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 25 02:53:23 GMT 2024","Fri Oct 25 02:53:23 GMT 2024","41","tests.test_footer","test_footer","TestFooter","","","Проверка цвета шрифта ссылки 'Условия пользования' в футере",""
"passed","Fri Oct 25 02:47:58 GMT 2024","Fri Oct 25 02:48:08 GMT 2024","9396","tests.test_api","test_api","TestAPI","","","GET Список всех задач колонки",""
"passed","Fri Oct 25 03:04:04 GMT 2024","Fri Oct 25 03:04:04 GMT 2024","8","tests.test_workspace_page","test_workspace_page","TestWorkspacePage","","","Проверка видимости аватара",""
"passed","Fri Oct 25 02:59:22 GMT 2024","Fri Oct 25 02:59:22 GMT 2024","41","tests.test_main_page","test_main_page","TestMainPage","","","Проверка цвета шрифта элемента 'Удобный и понятный интерфейс!' в футере",""
"passed","Fri Oct 25 03:00:04 GMT 2024","Fri Oct 25 03:00:04 GMT 2024","39","tests.test_main_page","test_main_page","TestMainPage","","","Проверка размера шрифта элемента 'Одно приложениe для решения всех Ваших задач!' в футере",""
"passed","Fri Oct 25 02:53:04 GMT 2024","Fri Oct 25 02:53:04 GMT 2024","47","tests.test_footer","test_footer","TestFooter","","","Проверка размера шрифта ссылки 'Условия пользования' в футере",""
"passed","Fri Oct 25 02:56:01 GMT 2024","Fri Oct 25 02:56:01 GMT 2024","86","tests.test_header","test_header","TestHeader","","","Проверка перехода на страницу 'https://pulsewave.ru/auth/login' по кнопке 'Войти'",""
"passed","Fri Oct 25 02:55:22 GMT 2024","Fri Oct 25 02:55:22 GMT 2024","93","tests.test_header","test_header","TestHeader","","","1.13 Проверка редиректа на главную страницу при клике на логотип",""
"passed","Fri Oct 25 03:04:10 GMT 2024","Fri Oct 25 03:04:10 GMT 2024","3","tests.test_workspace_page","test_workspace_page","TestWorkspacePage","","","Проверка что авторизованный пользователь попадает в Рабочие пространства",""
"passed","Fri Oct 25 02:48:08 GMT 2024","Fri Oct 25 02:48:19 GMT 2024","11416","tests.test_api","test_api","TestAPI","","","GET Получение одной задачи",""
"passed","Fri Oct 25 02:46:54 GMT 2024","Fri Oct 25 02:47:00 GMT 2024","6402","tests.test_api","test_api","TestAPI","","","PATCH Частично обновить доску",""
