"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 29 18:14:19 GMT 2024","Sun Dec 29 18:14:19 GMT 2024","44","tests.test_header","test_header","TestHeader","","","Проверка текста кнопки 'Регистрация'",""
"passed","Sun Dec 29 18:15:59 GMT 2024","Sun Dec 29 18:15:59 GMT 2024","51","tests.test_header","test_header","TestHeader","","","Проверка шрифта кнопки 'Регистрация в хедере https://pulsewave.ru/auth/login'",""
"passed","Sun Dec 29 18:13:22 GMT 2024","Sun Dec 29 18:13:22 GMT 2024","39","tests.test_footer","test_footer","TestFooter","","","Проверка цвета шрифта надписи '© PulseWave, 2023-2024' в футере",""
"passed","Sun Dec 29 18:18:05 GMT 2024","Sun Dec 29 18:18:05 GMT 2024","40","tests.test_main_page","test_main_page","TestMainPage","","","Проверка шрифта элемента 'Самый высокий уровень бесперебойной работы!' в футере",""
"skipped","Sun Dec 29 18:21:18 GMT 2024","Sun Dec 29 18:21:18 GMT 2024","0","tests.test_signup_page","test_signup_page","TestSignupPage","","","1.28 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности'",""
"passed","Sun Dec 29 18:19:50 GMT 2024","Sun Dec 29 18:19:52 GMT 2024","1273","tests.test_password_recovery","test_password_recovery","TestPasswordRecoveryPage","","","3.3 Восстановить пароль на некорректный емайл",""
"passed","Sun Dec 29 18:15:55 GMT 2024","Sun Dec 29 18:15:55 GMT 2024","39","tests.test_header","test_header","TestHeader","","","Проверка шрифта кнопки 'Регистрация в хедере https://pulsewave.ru/'",""
"passed","Sun Dec 29 18:21:48 GMT 2024","Sun Dec 29 18:21:48 GMT 2024","9","tests.test_workspace_page","test_workspace_page","TestWorkspacePage","","","W3. Проверка видимости аватара",""
"passed","Sun Dec 29 18:17:20 GMT 2024","Sun Dec 29 18:17:20 GMT 2024","45","tests.test_main_page","test_main_page","TestMainPage","","","Проверка размера шрифта элемента 'PULSEWAVE'",""
"passed","Sun Dec 29 18:12:49 GMT 2024","Sun Dec 29 18:12:49 GMT 2024","37","tests.test_footer","test_footer","TestFooter","","","Проверка шрифта надписи 'info@pulsewave.ru' в футере",""
"passed","Sun Dec 29 18:14:38 GMT 2024","Sun Dec 29 18:14:38 GMT 2024","85","tests.test_header","test_header","TestHeader","","","1.2 Проверка перехода на страницу 'https://pulsewave.ru/auth/signup' по кнопке 'Регистрация'",""
"passed","Sun Dec 29 18:13:29 GMT 2024","Sun Dec 29 18:13:30 GMT 2024","40","tests.test_footer","test_footer","TestFooter","","","Проверка шрифта надписи '© PulseWave, 2023-2024' в футере",""
"passed","Sun Dec 29 18:09:16 GMT 2024","Sun Dec 29 18:09:37 GMT 2024","20400","tests.test_api","test_api","TestAPI","","","POST Пригласить пользователя по email","Пользователи добавляются по одному. Если пользователя не существует, он будет создан"
"passed","Sun Dec 29 18:09:49 GMT 2024","Sun Dec 29 18:09:51 GMT 2024","2296","tests.test_api","test_api","TestAPI","","","GET Получить список всех Рабочих пространств авторизованного пользователя",""
"passed","Sun Dec 29 18:15:47 GMT 2024","Sun Dec 29 18:15:47 GMT 2024","38","tests.test_header","test_header","TestHeader","","","Проверка цвета шрифта кнопки 'Регистрация в хедере https://pulsewave.ru/auth/login'",""
"passed","Sun Dec 29 18:17:54 GMT 2024","Sun Dec 29 18:17:54 GMT 2024","39","tests.test_main_page","test_main_page","TestMainPage","","","Проверка шрифта элемента 'Удобный и понятный интерфейс!' в футере",""
"passed","Sun Dec 29 18:20:44 GMT 2024","Sun Dec 29 18:20:56 GMT 2024","11921","tests.test_signup_page","test_signup_page","TestSignupPage","","","1.23 Регистрация с корректными email и паролем без согласия на подписку",""
"passed","Sun Dec 29 18:10:55 GMT 2024","Sun Dec 29 18:10:56 GMT 2024","1384","tests.test_api","test_api","TestAPI","","","POST Регистрация пользователя без подтверждения подписки",""
"passed","Sun Dec 29 18:20:28 GMT 2024","Sun Dec 29 18:20:28 GMT 2024","39","tests.test_signup_page","test_signup_page","TestSignupPage","","","1.17-1.19 Проверка шрифта заголовка 'Регистрация'",""
"skipped","Sun Dec 29 18:11:41 GMT 2024","Sun Dec 29 18:11:41 GMT 2024","0","tests.test_footer","test_footer","TestFooter","","","test_get_footer_link[https://pulsewave.ru/auth/login-chrome]",""
"skipped","Sun Dec 29 18:11:41 GMT 2024","Sun Dec 29 18:11:41 GMT 2024","0","tests.test_footer","test_footer","TestFooter","","","test_get_footer_link[https://pulsewave.ru/auth/password?email=-chrome]",""
"passed","Sun Dec 29 18:12:45 GMT 2024","Sun Dec 29 18:12:45 GMT 2024","48","tests.test_footer","test_footer","TestFooter","","","Проверка шрифта надписи 'info@pulsewave.ru' в футере",""
