"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1567","A.9 GET Получить список всех Рабочих пространств авторизованного пользователя","tests.api_tests","Sun May 03 05:54:56 UTC 2026","passed","Sun May 03 05:54:58 UTC 2026","TestAPI","api_test","",""
"","519","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Sun May 03 06:09:25 UTC 2026","passed","Sun May 03 06:09:26 UTC 2026","TestFooter","footer_test","",""
"","4","W.4 Проверка что авторизованный пользователь попадает в Рабочие пространства","tests.ui_tests","Sun May 03 06:16:19 UTC 2026","passed","Sun May 03 06:16:19 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","807","S.16 Регистрация с корректным email и слабым паролем и подтверждением пароля","tests.ui_tests","Sun May 03 06:15:52 UTC 2026","passed","Sun May 03 06:15:53 UTC 2026","TestSignupPage","signup_page_test","",""
"","1345","L.5 Авторизация с некорректным паролем","tests.ui_tests","Sun May 03 06:13:42 UTC 2026","passed","Sun May 03 06:13:43 UTC 2026","TestLoginPage","login_page_test","",""
"","45","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Sun May 03 06:04:37 UTC 2026","passed","Sun May 03 06:04:37 UTC 2026","TestFooter","footer_test","",""
"","103","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Sun May 03 05:59:48 UTC 2026","passed","Sun May 03 05:59:48 UTC 2026","TestFooter","footer_test","",""
"","56","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Sun May 03 06:06:56 UTC 2026","passed","Sun May 03 06:06:56 UTC 2026","TestFooter","footer_test","",""
"","525","A.30 POST Создать пользователя с некорректными данными","tests.api_tests","Sun May 03 05:56:16 UTC 2026","passed","Sun May 03 05:56:16 UTC 2026","TestAPI","api_test","",""
"","554","F.4 Проверка года © PulseWave, 2026 в футере","tests.ui_tests","Sun May 03 06:01:05 UTC 2026","passed","Sun May 03 06:01:05 UTC 2026","TestFooter","footer_test","",""
"","1962","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/login","tests.ui_tests","Sun May 03 05:57:28 UTC 2026","passed","Sun May 03 05:57:30 UTC 2026","TestFooter","footer_test","",""
"","42","L.2 Проверка цвета шрифта заголовка 'Войти'","tests.ui_tests","Sun May 03 06:13:27 UTC 2026","passed","Sun May 03 06:13:27 UTC 2026","TestLoginPage","login_page_test","",""
"","39","H.4 Проверка текста кнопки 'Регистрация'","tests.ui_tests","Sun May 03 06:12:12 UTC 2026","passed","Sun May 03 06:12:12 UTC 2026","TestHeader","header_test","",""
"","1251","W.12 Проверка прочтения уведомлений","tests.ui_tests","Sun May 03 06:17:07 UTC 2026","passed","Sun May 03 06:17:08 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","44","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/login","tests.ui_tests","Sun May 03 05:58:39 UTC 2026","passed","Sun May 03 05:58:39 UTC 2026","TestFooter","footer_test","",""
"","42","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Sun May 03 06:05:47 UTC 2026","passed","Sun May 03 06:05:47 UTC 2026","TestFooter","footer_test","",""
"","41","S.5 Проверка цвета шрифта заголовка 'Регистрация'","tests.ui_tests","Sun May 03 06:15:08 UTC 2026","passed","Sun May 03 06:15:08 UTC 2026","TestSignupPage","signup_page_test","",""
"","0","S.15 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности', проверка корректности перехода по ссылке 'Условиями пользования'","tests.ui_tests","Sun May 03 06:15:50 UTC 2026","skipped","Sun May 03 06:15:50 UTC 2026","TestSignupPage","signup_page_test","",""
"","1541","Проверка доступности https://pulsewave.ru/","tests.api_tests","Sun May 03 05:56:17 UTC 2026","passed","Sun May 03 05:56:19 UTC 2026","TestAvailability","availability_test","",""
"","119","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Sun May 03 05:59:51 UTC 2026","passed","Sun May 03 05:59:51 UTC 2026","TestFooter","footer_test","",""
"","40","L.1 Проверка текста заголовка 'Войти'","tests.ui_tests","Sun May 03 06:13:22 UTC 2026","passed","Sun May 03 06:13:22 UTC 2026","TestLoginPage","login_page_test","",""
"","563","R.2 Проверка цвета шрифта заголовка 'Восстановление пароля'","tests.ui_tests","Sun May 03 06:14:12 UTC 2026","passed","Sun May 03 06:14:13 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","637","W.11 Проверка видимости уведомлений","tests.ui_tests","Sun May 03 06:17:01 UTC 2026","passed","Sun May 03 06:17:02 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","48","F.4 Проверка года © PulseWave, 2026 в футере","tests.ui_tests","Sun May 03 06:01:02 UTC 2026","passed","Sun May 03 06:01:02 UTC 2026","TestFooter","footer_test","",""
"","534","H.7 Проверка размера шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Sun May 03 06:12:31 UTC 2026","passed","Sun May 03 06:12:32 UTC 2026","TestHeader","header_test","",""
"","56","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://pulsewave.ru/","tests.ui_tests","Sun May 03 05:58:37 UTC 2026","passed","Sun May 03 05:58:37 UTC 2026","TestFooter","footer_test","",""
"","9189","S.1 Регистрация с корректными email и паролем и с согласием на подписку","tests.ui_tests","Sun May 03 06:14:43 UTC 2026","passed","Sun May 03 06:14:52 UTC 2026","TestSignupPage","signup_page_test","",""
"","551","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Sun May 03 06:03:29 UTC 2026","passed","Sun May 03 06:03:30 UTC 2026","TestFooter","footer_test","",""
"","545","L.2 Проверка размера шрифта заголовка 'Войти'","tests.ui_tests","Sun May 03 06:13:24 UTC 2026","passed","Sun May 03 06:13:25 UTC 2026","TestLoginPage","login_page_test","",""
"","59","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Sun May 03 06:02:13 UTC 2026","passed","Sun May 03 06:02:13 UTC 2026","TestFooter","footer_test","",""
"","27","H.7 Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Sun May 03 06:12:35 UTC 2026","passed","Sun May 03 06:12:35 UTC 2026","TestHeader","header_test","",""
"","90","F.9 Проверка перехода в LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Sun May 03 06:11:39 UTC 2026","passed","Sun May 03 06:11:39 UTC 2026","TestFooter","footer_test","",""
"","40","R.2 Проверка шрифта заголовка 'Восстановление пароля'","tests.ui_tests","Sun May 03 06:14:15 UTC 2026","passed","Sun May 03 06:14:15 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","46","W.7 Проверка видимости заголовка 'Ваши рабочие пространства'","tests.ui_tests","Sun May 03 06:16:38 UTC 2026","passed","Sun May 03 06:16:38 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","794","A.7 POST Регистрация ранее зарегистрированного пользователя","tests.api_tests","Sun May 03 05:54:55 UTC 2026","passed","Sun May 03 05:54:55 UTC 2026","TestAPI","api_test","",""
"","67","L.6 Окно авторизации сообщение 'Забыли пароль?'","tests.ui_tests","Sun May 03 06:13:46 UTC 2026","passed","Sun May 03 06:13:46 UTC 2026","TestLoginPage","login_page_test","",""
"","530","H.7 Проверка размера шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Sun May 03 06:12:29 UTC 2026","passed","Sun May 03 06:12:29 UTC 2026","TestHeader","header_test","",""
"","548","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Sun May 03 06:07:04 UTC 2026","passed","Sun May 03 06:07:05 UTC 2026","TestFooter","footer_test","",""
"","1344","L.7 Авторизация с некорректным емайл","tests.ui_tests","Sun May 03 06:13:48 UTC 2026","passed","Sun May 03 06:13:49 UTC 2026","TestLoginPage","login_page_test","",""
"","4700","A.24 POST Установить новый пароль. Используется в личном кабинете после авторизации.","tests.api_tests","Sun May 03 05:55:47 UTC 2026","passed","Sun May 03 05:55:52 UTC 2026","TestAPI","api_test","",""
"","28","H.8 Проверка размера шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Sun May 03 06:12:52 UTC 2026","passed","Sun May 03 06:12:52 UTC 2026","TestHeader","header_test","",""
"","522","A.27 POST Регистрация пользователя без пароля","tests.api_tests","Sun May 03 05:55:54 UTC 2026","passed","Sun May 03 05:55:55 UTC 2026","TestAPI","api_test","",""
"","1290","A.19 GET Получить данные авторизованного пользователя me","tests.api_tests","Sun May 03 05:55:24 UTC 2026","passed","Sun May 03 05:55:26 UTC 2026","TestAPI","api_test","",""
"","12","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Sun May 03 06:09:20 UTC 2026","passed","Sun May 03 06:09:20 UTC 2026","TestFooter","footer_test","",""
"","551","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Sun May 03 06:02:19 UTC 2026","passed","Sun May 03 06:02:19 UTC 2026","TestFooter","footer_test","",""
"","1808","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Sun May 03 06:11:50 UTC 2026","passed","Sun May 03 06:11:52 UTC 2026","TestHeader","header_test","",""
"","33","H.8 Проверка шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Sun May 03 06:13:05 UTC 2026","passed","Sun May 03 06:13:05 UTC 2026","TestHeader","header_test","",""
"","6623","A.21 POST Подтверждение смены почты пользователя. Токен из ссылки auth/change_email/{token}.","tests.api_tests","Sun May 03 05:55:27 UTC 2026","passed","Sun May 03 05:55:34 UTC 2026","TestAPI","api_test","",""
"","3265","A.11 PATCH Частично обновить данные РП (на данный момент только имя)","tests.api_tests","Sun May 03 05:55:01 UTC 2026","passed","Sun May 03 05:55:04 UTC 2026","TestAPI","api_test","",""
"","4488","A.5 POST Повторная отправка ссылки с приглашением пользователя","tests.api_tests","Sun May 03 05:54:48 UTC 2026","passed","Sun May 03 05:54:52 UTC 2026","TestAPI","api_test","",""
"","1291","A.22 POST Сброс пароля","tests.api_tests","Sun May 03 05:55:34 UTC 2026","passed","Sun May 03 05:55:35 UTC 2026","TestAPI","api_test","",""
"","2780","S.9 Регистрация с корректным email и паролем и пустым подтверждением пароля","tests.ui_tests","Sun May 03 06:15:34 UTC 2026","passed","Sun May 03 06:15:36 UTC 2026","TestSignupPage","signup_page_test","",""
"","59","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Sun May 03 06:03:24 UTC 2026","passed","Sun May 03 06:03:24 UTC 2026","TestFooter","footer_test","",""
"","44","F.6 Проверка шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Sun May 03 06:08:15 UTC 2026","passed","Sun May 03 06:08:15 UTC 2026","TestFooter","footer_test","",""
"","0","S.14 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности' проверка корректности перехода по ссылке 'Политикой конфиденциальности'","tests.ui_tests","Sun May 03 06:15:50 UTC 2026","skipped","Sun May 03 06:15:50 UTC 2026","TestSignupPage","signup_page_test","",""
"","256","W.8 Проверка невидимости кнопки 'Отметить все как прочитанные' в прочитанных уведомлениях","tests.ui_tests","Sun May 03 06:16:43 UTC 2026","passed","Sun May 03 06:16:44 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","532","H.7 Проверка шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Sun May 03 06:12:40 UTC 2026","passed","Sun May 03 06:12:41 UTC 2026","TestHeader","header_test","",""
"","58","F.8 Проверка кликабельности значка LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Sun May 03 06:10:37 UTC 2026","passed","Sun May 03 06:10:37 UTC 2026","TestFooter","footer_test","",""
"","7403","R.5 Восстановить пароль на корректный емайл","tests.ui_tests","Sun May 03 06:14:30 UTC 2026","passed","Sun May 03 06:14:37 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","551","S.4 Проверка текста заголовка 'Регистрация'","tests.ui_tests","Sun May 03 06:15:02 UTC 2026","passed","Sun May 03 06:15:03 UTC 2026","TestSignupPage","signup_page_test","",""
"","35","H.7 Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Sun May 03 06:12:38 UTC 2026","passed","Sun May 03 06:12:38 UTC 2026","TestHeader","header_test","",""
"","838","A.2 POST Создать пользователя с корректными данными","tests.api_tests","Sun May 03 05:54:39 UTC 2026","passed","Sun May 03 05:54:40 UTC 2026","TestAPI","api_test","",""
"","1605","A.20 POST Запрос на смену почты","tests.api_tests","Sun May 03 05:55:26 UTC 2026","passed","Sun May 03 05:55:27 UTC 2026","TestAPI","api_test","",""
"","30","H.8 Проверка размера шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Sun May 03 06:12:55 UTC 2026","passed","Sun May 03 06:12:55 UTC 2026","TestHeader","header_test","",""
"","32","H.3 Проверка текста кнопки 'Войти'","tests.ui_tests","Sun May 03 06:12:03 UTC 2026","passed","Sun May 03 06:12:03 UTC 2026","TestHeader","header_test","",""
"","552","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Sun May 03 06:04:39 UTC 2026","passed","Sun May 03 06:04:40 UTC 2026","TestFooter","footer_test","",""
