"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jul 29 18:32:38 GMT 2025","Tue Jul 29 18:32:38 GMT 2025","27","tests.ui_tests","header_test","TestHeader","","","Проверка некликабельности логотипа на Главной странице",""
"passed","Tue Jul 29 18:27:54 GMT 2025","Tue Jul 29 18:27:54 GMT 2025","33","tests.ui_tests","footer_test","TestFooter","","","Проверка шрифта надписи '© PulseWave, 2023-2025' в футере",""
"passed","Tue Jul 29 18:34:33 GMT 2025","Tue Jul 29 18:34:33 GMT 2025","36","tests.ui_tests","header_test","TestHeader","","","Проверка размера шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup",""
"passed","Tue Jul 29 18:43:59 GMT 2025","Tue Jul 29 18:43:59 GMT 2025","3","tests.ui_tests","workspace_page_test","TestWorkspacePage","","","W1. Проверка перехода в рабочее пространство авторизованного пользователя",""
"passed","Tue Jul 29 18:41:35 GMT 2025","Tue Jul 29 18:41:35 GMT 2025","39","tests.ui_tests","password_recovery_test","TestPasswordRecoveryPage","","","Проверка текста заголовка 'Восстановление пароля'",""
"passed","Tue Jul 29 18:15:31 GMT 2025","Tue Jul 29 18:16:33 GMT 2025","62171","tests.ui_tests","footer_test","TestFooter","","","1.1 Проверка попапа о принятии файлов cookie на странице https://pulsewave.ru/",""
"passed","Tue Jul 29 18:15:19 GMT 2025","Tue Jul 29 18:15:20 GMT 2025","625","tests.api_tests","api_test","TestAPI","","","POST Регистрация пользователя без электронной почты",""
"passed","Tue Jul 29 18:17:55 GMT 2025","Tue Jul 29 18:17:55 GMT 2025","37","tests.ui_tests","footer_test","TestFooter","","","1.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/signup",""
"passed","Tue Jul 29 18:31:27 GMT 2025","Tue Jul 29 18:31:27 GMT 2025","54","tests.ui_tests","footer_test","TestFooter","","","Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере",""
"passed","Tue Jul 29 18:22:57 GMT 2025","Tue Jul 29 18:22:57 GMT 2025","38","tests.ui_tests","footer_test","TestFooter","","","Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере",""
"skipped","Tue Jul 29 18:39:30 GMT 2025","Tue Jul 29 18:39:30 GMT 2025","37","tests.ui_tests","header_test","TestHeader","","","Проверка цвета кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='",""
"passed","Tue Jul 29 18:27:43 GMT 2025","Tue Jul 29 18:27:44 GMT 2025","45","tests.ui_tests","footer_test","TestFooter","","","Проверка шрифта надписи '© PulseWave, 2023-2025' в футере",""
"passed","Tue Jul 29 18:15:01 GMT 2025","Tue Jul 29 18:15:03 GMT 2025","1722","tests.api_tests","api_test","TestAPI","","","GET Получить список всех пользователей для поиска",""
"passed","Tue Jul 29 18:44:13 GMT 2025","Tue Jul 29 18:44:13 GMT 2025","8","tests.ui_tests","workspace_page_test","TestWorkspacePage","","","W3. Проверка видимости аватара",""
"passed","Tue Jul 29 18:26:41 GMT 2025","Tue Jul 29 18:26:41 GMT 2025","35","tests.ui_tests","footer_test","TestFooter","","","Проверка цвета шрифта надписи '© PulseWave, 2023-2025' в футере",""
"passed","Tue Jul 29 18:44:58 GMT 2025","Tue Jul 29 18:44:58 GMT 2025","165","tests.ui_tests","workspace_page_test","TestWorkspacePage","","","W10. Проверка цвета переключателя 'Непрочитанные'",""
"passed","Tue Jul 29 18:24:03 GMT 2025","Tue Jul 29 18:24:03 GMT 2025","39","tests.ui_tests","footer_test","TestFooter","","","Проверка шрифта надписи 'info@pulsewave.ru' в футере",""
"passed","Tue Jul 29 18:43:45 GMT 2025","Tue Jul 29 18:43:46 GMT 2025","293","tests.ui_tests","signup_page_test","TestSignupPage","","","1.31-1.34 Регистрация с корректным email и слабым паролем и подтверждением пароля",""
"passed","Tue Jul 29 18:34:21 GMT 2025","Tue Jul 29 18:34:21 GMT 2025","586","tests.ui_tests","header_test","TestHeader","","","Проверка перехода на страницу 'https://app.pulsewave.ru/auth/login' по кнопке 'Войти'",""
"passed","Tue Jul 29 18:34:29 GMT 2025","Tue Jul 29 18:34:30 GMT 2025","586","tests.ui_tests","header_test","TestHeader","","","1.2 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/signup' по кнопке 'Регистрация'",""
"passed","Tue Jul 29 18:39:39 GMT 2025","Tue Jul 29 18:39:39 GMT 2025","34","tests.ui_tests","login_page_test","TestLoginPage","","","Проверка размера шрифта заголовка 'Войти'",""
"passed","Tue Jul 29 18:14:38 GMT 2025","Tue Jul 29 18:14:42 GMT 2025","3788","tests.api_tests","api_test","TestAPI","","","GET Информация о конкретном рабочем пространстве",""
"passed","Tue Jul 29 18:38:22 GMT 2025","Tue Jul 29 18:38:22 GMT 2025","36","tests.ui_tests","header_test","TestHeader","","","Проверка шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='",""
"passed","Tue Jul 29 18:27:50 GMT 2025","Tue Jul 29 18:27:50 GMT 2025","34","tests.ui_tests","footer_test","TestFooter","","","Проверка шрифта надписи '© PulseWave, 2023-2025' в футере",""
"passed","Tue Jul 29 18:34:41 GMT 2025","Tue Jul 29 18:34:41 GMT 2025","36","tests.ui_tests","header_test","TestHeader","","","Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup",""
"passed","Tue Jul 29 18:42:44 GMT 2025","Tue Jul 29 18:42:45 GMT 2025","39","tests.ui_tests","signup_page_test","TestSignupPage","","","1.16 Проверка текста заголовка 'Регистрация'",""
"passed","Tue Jul 29 18:16:33 GMT 2025","Tue Jul 29 18:16:37 GMT 2025","3397","tests.ui_tests","footer_test","TestFooter","","","1.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/login",""
"broken","Tue Jul 29 18:15:15 GMT 2025","Tue Jul 29 18:15:19 GMT 2025","3552","tests.api_tests","api_test","TestAPI","","","POST Подтверждение сброса пароля. Когда пользователь переходит по ссылке     auth/password/reset/confirm/{uid}/{token}",""
"passed","Tue Jul 29 18:39:50 GMT 2025","Tue Jul 29 18:39:51 GMT 2025","584","tests.ui_tests","login_page_test","TestLoginPage","","","Проверка редиректа на страницу восстановления пароля при клике на ссылку 'Забыли пароль?'",""
"passed","Tue Jul 29 18:34:17 GMT 2025","Tue Jul 29 18:34:17 GMT 2025","587","tests.ui_tests","header_test","TestHeader","","","Проверка перехода на страницу 'https://app.pulsewave.ru/auth/login' по кнопке 'Войти'",""
"passed","Tue Jul 29 18:19:05 GMT 2025","Tue Jul 29 18:19:05 GMT 2025","74","tests.ui_tests","footer_test","TestFooter","","","1.3 Проверка элемента 'info@pulsewave.ru'в хедере",""
