"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","L.2 Проверка размера шрифта заголовка 'Войти'","tests.ui_tests","Wed Nov 12 20:33:18 UTC 2025","passed","Wed Nov 12 20:33:18 UTC 2025","TestLoginPage","login_page_test","",""
"","926","A.2 POST Создать пользователя с корректными данными","tests.api_tests","Wed Nov 12 20:13:28 UTC 2025","passed","Wed Nov 12 20:13:29 UTC 2025","TestAPI","api_test","",""
"","43","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/signup","tests.ui_tests","Wed Nov 12 20:18:19 UTC 2025","passed","Wed Nov 12 20:18:19 UTC 2025","TestFooter","footer_test","",""
"","1312","L.7 Авторизация с некорректным емайл","tests.ui_tests","Wed Nov 12 20:33:45 UTC 2025","passed","Wed Nov 12 20:33:46 UTC 2025","TestLoginPage","login_page_test","",""
"","345","S.7 Регистрация с некорректным email и сильным паролем и подтверждением пароля","tests.ui_tests","Wed Nov 12 20:35:41 UTC 2025","passed","Wed Nov 12 20:35:41 UTC 2025","TestSignupPage","signup_page_test","",""
"","1295","A.22 POST Сброс пароля","tests.api_tests","Wed Nov 12 20:15:11 UTC 2025","passed","Wed Nov 12 20:15:13 UTC 2025","TestAPI","api_test","",""
"","2814","A.15 GET Список всех пользователей доски для назначения ответственных","tests.api_tests","Wed Nov 12 20:14:44 UTC 2025","passed","Wed Nov 12 20:14:46 UTC 2025","TestAPI","api_test","",""
"","1095","A.8 POST Создать пару токенов access и refresh","tests.api_tests","Wed Nov 12 20:14:09 UTC 2025","passed","Wed Nov 12 20:14:10 UTC 2025","TestAPI","api_test","",""
"","38","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Wed Nov 12 20:25:30 UTC 2025","passed","Wed Nov 12 20:25:30 UTC 2025","TestFooter","footer_test","",""
"","62254","F.1 Проверка попапа о принятии файлов cookie на странице https://pulsewave.ru/","tests.ui_tests","Wed Nov 12 20:15:58 UTC 2025","passed","Wed Nov 12 20:17:00 UTC 2025","TestFooter","footer_test","",""
"","39","H.4 Проверка текста кнопки 'Регистрация'","tests.ui_tests","Wed Nov 12 20:32:00 UTC 2025","passed","Wed Nov 12 20:32:00 UTC 2025","TestHeader","header_test","",""
"","3","W.2 Проверка заголовка рабочего пространства","tests.ui_tests","Wed Nov 12 20:36:31 UTC 2025","passed","Wed Nov 12 20:36:31 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","3326","A.10 GET Информация о конкретном рабочем пространстве","tests.api_tests","Wed Nov 12 20:14:12 UTC 2025","passed","Wed Nov 12 20:14:15 UTC 2025","TestAPI","api_test","",""
"","2750","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Wed Nov 12 20:17:08 UTC 2025","passed","Wed Nov 12 20:17:11 UTC 2025","TestFooter","footer_test","",""
"","56","F.8 Проверка кликабельности значка LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Wed Nov 12 20:30:17 UTC 2025","passed","Wed Nov 12 20:30:17 UTC 2025","TestFooter","footer_test","",""
"","63","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Wed Nov 12 20:31:32 UTC 2025","passed","Wed Nov 12 20:31:32 UTC 2025","TestFooter","footer_test","",""
"","1246","W.12 Проверка прочтения уведомлений","tests.ui_tests","Wed Nov 12 20:37:29 UTC 2025","passed","Wed Nov 12 20:37:30 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","506","A.27 POST Регистрация пользователя без пароля","tests.api_tests","Wed Nov 12 20:15:24 UTC 2025","passed","Wed Nov 12 20:15:24 UTC 2025","TestAPI","api_test","",""
"","35","H.8 Проверка шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Wed Nov 12 20:32:56 UTC 2025","passed","Wed Nov 12 20:32:56 UTC 2025","TestHeader","header_test","",""
"","1265","A.18 POST Обновить JWT refresh token авторизованного пользователя","tests.api_tests","Wed Nov 12 20:14:49 UTC 2025","passed","Wed Nov 12 20:14:51 UTC 2025","TestAPI","api_test","",""
"","1243","R.6 Восстановить пароль на некорректный емайл","tests.ui_tests","Wed Nov 12 20:34:58 UTC 2025","passed","Wed Nov 12 20:34:59 UTC 2025","TestPasswordRecoveryPage","password_recovery_test","",""
"","48","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Nov 12 20:21:54 UTC 2025","passed","Wed Nov 12 20:21:54 UTC 2025","TestFooter","footer_test","",""
"","71","F.8 Проверка кликабельности значка LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Wed Nov 12 20:30:11 UTC 2025","passed","Wed Nov 12 20:30:11 UTC 2025","TestFooter","footer_test","",""
"","47","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Nov 12 20:23:03 UTC 2025","passed","Wed Nov 12 20:23:03 UTC 2025","TestFooter","footer_test","",""
"","873","S.16 Регистрация с корректным email и слабым паролем и подтверждением пароля","tests.ui_tests","Wed Nov 12 20:36:16 UTC 2025","passed","Wed Nov 12 20:36:17 UTC 2025","TestSignupPage","signup_page_test","",""
"","1269","W.9 Проверка возможности изменить цвет переключателя 'Непрочитанные'","tests.ui_tests","Wed Nov 12 20:37:12 UTC 2025","passed","Wed Nov 12 20:37:13 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","52","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Nov 12 20:23:09 UTC 2025","passed","Wed Nov 12 20:23:09 UTC 2025","TestFooter","footer_test","",""
"","42","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Nov 12 20:24:21 UTC 2025","passed","Wed Nov 12 20:24:21 UTC 2025","TestFooter","footer_test","",""
"","43","L.1 Проверка текста заголовка 'Войти'","tests.ui_tests","Wed Nov 12 20:33:15 UTC 2025","passed","Wed Nov 12 20:33:15 UTC 2025","TestLoginPage","login_page_test","",""
"","31","H.8 Проверка размера шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Wed Nov 12 20:32:44 UTC 2025","passed","Wed Nov 12 20:32:44 UTC 2025","TestHeader","header_test","",""
"","2292","S.10 Регистрация с корректным email и подтверждением пароля и пустым паролем","tests.ui_tests","Wed Nov 12 20:36:00 UTC 2025","passed","Wed Nov 12 20:36:03 UTC 2025","TestSignupPage","signup_page_test","",""
"","1370","S.3 Регистрация с уже зарегистрированным email и корректными паролем и подтверждением пароля","tests.ui_tests","Wed Nov 12 20:35:16 UTC 2025","passed","Wed Nov 12 20:35:18 UTC 2025","TestSignupPage","signup_page_test","",""
"","27","H.8 Проверка шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Wed Nov 12 20:32:53 UTC 2025","passed","Wed Nov 12 20:32:53 UTC 2025","TestHeader","header_test","",""
"","9917","A.3 POST Активация пользователя с корректными данными","tests.api_tests","Wed Nov 12 20:13:29 UTC 2025","passed","Wed Nov 12 20:13:39 UTC 2025","TestAPI","api_test","",""
"Удаление как из участников так и из приглашенных","2412","A.6 POST Удаление приглашенного пользователей из РП","tests.api_tests","Wed Nov 12 20:14:06 UTC 2025","passed","Wed Nov 12 20:14:09 UTC 2025","TestAPI","api_test","",""
"","56","M.2 Проверка кликабельности логотипа на лендинге","tests.ui_tests","Wed Nov 12 20:33:08 UTC 2025","passed","Wed Nov 12 20:33:08 UTC 2025","TestLendingPage","lending_test","",""
"","2745","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/signup","tests.ui_tests","Wed Nov 12 20:17:05 UTC 2025","passed","Wed Nov 12 20:17:08 UTC 2025","TestFooter","footer_test","",""
"","48","M.3 Проверка текста кнопки 'Войти' на лендинге","tests.ui_tests","Wed Nov 12 20:33:10 UTC 2025","passed","Wed Nov 12 20:33:10 UTC 2025","TestLendingPage","lending_test","",""
"","38","W.7 Проверка видимости заголовка 'Ваши рабочие пространства'","tests.ui_tests","Wed Nov 12 20:37:01 UTC 2025","passed","Wed Nov 12 20:37:01 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","2297","S.9 Регистрация с корректным email и паролем и пустым подтверждением пароля","tests.ui_tests","Wed Nov 12 20:35:56 UTC 2025","passed","Wed Nov 12 20:35:58 UTC 2025","TestSignupPage","signup_page_test","",""
"","17607","A.21 POST Подтверждение смены почты пользователя. Токен из ссылки auth/change_email/{token}.","tests.api_tests","Wed Nov 12 20:14:54 UTC 2025","passed","Wed Nov 12 20:15:11 UTC 2025","TestAPI","api_test","",""
"","80","F.9 Проверка перехода в LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Wed Nov 12 20:31:22 UTC 2025","passed","Wed Nov 12 20:31:22 UTC 2025","TestFooter","footer_test","",""
"","40","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Wed Nov 12 20:18:22 UTC 2025","passed","Wed Nov 12 20:18:22 UTC 2025","TestFooter","footer_test","",""
"","55","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Nov 12 20:24:11 UTC 2025","passed","Wed Nov 12 20:24:11 UTC 2025","TestFooter","footer_test","",""
"","42","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Wed Nov 12 20:26:39 UTC 2025","passed","Wed Nov 12 20:26:39 UTC 2025","TestFooter","footer_test","",""
"","615","Проверка доступности https://app.pulsewave.ru/","tests.api_tests","Wed Nov 12 20:15:48 UTC 2025","passed","Wed Nov 12 20:15:49 UTC 2025","TestAvailability","availability_test","",""
"","10","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Wed Nov 12 20:29:02 UTC 2025","passed","Wed Nov 12 20:29:02 UTC 2025","TestFooter","footer_test","",""
"","42","S.5 Проверка цвета шрифта заголовка 'Регистрация'","tests.ui_tests","Wed Nov 12 20:35:27 UTC 2025","passed","Wed Nov 12 20:35:27 UTC 2025","TestSignupPage","signup_page_test","",""
"","851","S.16 Регистрация с корректным email и слабым паролем и подтверждением пароля","tests.ui_tests","Wed Nov 12 20:36:13 UTC 2025","passed","Wed Nov 12 20:36:14 UTC 2025","TestSignupPage","signup_page_test","",""
"","34","H.7 Проверка цвета кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Wed Nov 12 20:32:38 UTC 2025","passed","Wed Nov 12 20:32:38 UTC 2025","TestHeader","header_test","",""
"","21891","A.29 DELETE Активировать и удалить авторизованного пользователя","tests.api_tests","Wed Nov 12 20:15:25 UTC 2025","passed","Wed Nov 12 20:15:47 UTC 2025","TestAPI","api_test","",""
"","31","H.7 Проверка шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Wed Nov 12 20:32:29 UTC 2025","passed","Wed Nov 12 20:32:29 UTC 2025","TestHeader","header_test","",""
"","12111","A.5 POST Повторная отправка ссылки с приглашением пользователя","tests.api_tests","Wed Nov 12 20:13:54 UTC 2025","passed","Wed Nov 12 20:14:06 UTC 2025","TestAPI","api_test","",""
"","511","A.7 POST Регистрация ранее зарегистрированного пользователя","tests.api_tests","Wed Nov 12 20:14:09 UTC 2025","passed","Wed Nov 12 20:14:09 UTC 2025","TestAPI","api_test","",""
"","65","S.12 Окно регистрации сообщение 'Я согласен получать новости и обновления PulseWave'","tests.ui_tests","Wed Nov 12 20:36:11 UTC 2025","passed","Wed Nov 12 20:36:11 UTC 2025","TestSignupPage","signup_page_test","",""
"","31","H.7 Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Wed Nov 12 20:32:27 UTC 2025","passed","Wed Nov 12 20:32:27 UTC 2025","TestHeader","header_test","",""
"","1667","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Wed Nov 12 20:31:35 UTC 2025","passed","Wed Nov 12 20:31:36 UTC 2025","TestHeader","header_test","",""
"","350","S.6 Окно регистрации сообщение 'Слабый пароль. Пароль должен содержать минимум 8 символов, включая буквы и цифры'","tests.ui_tests","Wed Nov 12 20:35:34 UTC 2025","passed","Wed Nov 12 20:35:34 UTC 2025","TestSignupPage","signup_page_test","",""
"","500","A.30 POST Создать пользователя с некорректными данными","tests.api_tests","Wed Nov 12 20:15:48 UTC 2025","passed","Wed Nov 12 20:15:48 UTC 2025","TestAPI","api_test","",""
"","44","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Nov 12 20:21:51 UTC 2025","passed","Wed Nov 12 20:21:51 UTC 2025","TestFooter","footer_test","",""
"","531","H.8 Проверка цвета шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Wed Nov 12 20:32:47 UTC 2025","passed","Wed Nov 12 20:32:47 UTC 2025","TestHeader","header_test","",""
"","45","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Nov 12 20:24:18 UTC 2025","passed","Wed Nov 12 20:24:18 UTC 2025","TestFooter","footer_test","",""
"","41","F.6 Проверка шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Wed Nov 12 20:27:57 UTC 2025","passed","Wed Nov 12 20:27:57 UTC 2025","TestFooter","footer_test","",""
"","37","H.3 Проверка текста кнопки 'Войти'","tests.ui_tests","Wed Nov 12 20:31:53 UTC 2025","passed","Wed Nov 12 20:31:53 UTC 2025","TestHeader","header_test","",""
"","7608","S.1 Регистрация с корректными email и паролем и с согласием на подписку","tests.ui_tests","Wed Nov 12 20:35:02 UTC 2025","passed","Wed Nov 12 20:35:10 UTC 2025","TestSignupPage","signup_page_test","",""
"","2285","S.11 Регистрация с пустым email и сильным паролем и подтверждением пароля","tests.ui_tests","Wed Nov 12 20:36:06 UTC 2025","passed","Wed Nov 12 20:36:08 UTC 2025","TestSignupPage","signup_page_test","",""
"","33","H.8 Проверка цвета кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Wed Nov 12 20:33:02 UTC 2025","passed","Wed Nov 12 20:33:02 UTC 2025","TestHeader","header_test","",""
"","46","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Wed Nov 12 20:25:24 UTC 2025","passed","Wed Nov 12 20:25:24 UTC 2025","TestFooter","footer_test","",""
"","591","H.5 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/login' по кнопке 'Войти'","tests.ui_tests","Wed Nov 12 20:32:06 UTC 2025","passed","Wed Nov 12 20:32:07 UTC 2025","TestHeader","header_test","",""
"","2299","L.9 Авторизация с логином заглавными буквами","tests.ui_tests","Wed Nov 12 20:33:59 UTC 2025","passed","Wed Nov 12 20:34:01 UTC 2025","TestLoginPage","login_page_test","",""
"","0","S.14 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности' проверка корректности перехода по ссылке 'Политикой конфиденциальности'","tests.ui_tests","Wed Nov 12 20:36:11 UTC 2025","skipped","Wed Nov 12 20:36:11 UTC 2025","TestSignupPage","signup_page_test","",""
"","49","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Wed Nov 12 20:23:06 UTC 2025","passed","Wed Nov 12 20:23:06 UTC 2025","TestFooter","footer_test","",""
