"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","573","F.8 Проверка кликабельности значка LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Thu May 07 08:02:43 UTC 2026","passed","Thu May 07 08:02:44 UTC 2026","TestFooter","footer_test","",""
"","550","F.6 Проверка шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Thu May 07 08:00:18 UTC 2026","passed","Thu May 07 08:00:19 UTC 2026","TestFooter","footer_test","",""
"","62093","F.1 Проверка попапа о принятии файлов cookie на странице https://pulsewave.ru/","tests.ui_tests","Thu May 07 07:48:32 UTC 2026","passed","Thu May 07 07:49:34 UTC 2026","TestFooter","footer_test","",""
"Создание доски без указания РП, будет создано дефолтное РП для этой доски","2172","A.14 POST Создать доску без указания РП","tests.api_tests","Thu May 07 07:47:35 UTC 2026","passed","Thu May 07 07:47:37 UTC 2026","TestAPI","api_test","",""
"","68","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Thu May 07 08:03:57 UTC 2026","passed","Thu May 07 08:03:57 UTC 2026","TestFooter","footer_test","",""
"","53","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu May 07 07:55:36 UTC 2026","passed","Thu May 07 07:55:36 UTC 2026","TestFooter","footer_test","",""
"","2744","M.1 Проверка редиректа с /home на страницу лендинга","tests.ui_tests","Thu May 07 08:05:22 UTC 2026","passed","Thu May 07 08:05:25 UTC 2026","TestLendingPage","lending_test","",""
"","1355","L.7 Авторизация с некорректным емайл","tests.ui_tests","Thu May 07 08:05:58 UTC 2026","passed","Thu May 07 08:06:00 UTC 2026","TestLoginPage","login_page_test","",""
"","50","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu May 07 07:54:21 UTC 2026","passed","Thu May 07 07:54:21 UTC 2026","TestFooter","footer_test","",""
"","594","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Thu May 07 07:52:02 UTC 2026","passed","Thu May 07 07:52:03 UTC 2026","TestFooter","footer_test","",""
"","2349","L.4 Авторизация с корректными данными","tests.ui_tests","Thu May 07 08:05:47 UTC 2026","passed","Thu May 07 08:05:49 UTC 2026","TestLoginPage","login_page_test","",""
"","1645","A.22 POST Сброс пароля","tests.api_tests","Thu May 07 07:47:56 UTC 2026","passed","Thu May 07 07:47:58 UTC 2026","TestAPI","api_test","",""
"","51","F.4 Проверка года © PulseWave, 2026 в футере","tests.ui_tests","Thu May 07 07:53:11 UTC 2026","passed","Thu May 07 07:53:11 UTC 2026","TestFooter","footer_test","",""
"","496","A.27 POST Регистрация пользователя без пароля","tests.api_tests","Thu May 07 07:48:14 UTC 2026","passed","Thu May 07 07:48:15 UTC 2026","TestAPI","api_test","",""
"","2088","R.3  Проверка некликабельности кнопки 'Продолжить'","tests.ui_tests","Thu May 07 08:06:27 UTC 2026","passed","Thu May 07 08:06:29 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","832","A.28 POST Регистрация пользователя без подтверждения подписки","tests.api_tests","Thu May 07 07:48:15 UTC 2026","passed","Thu May 07 07:48:15 UTC 2026","TestAPI","api_test","",""
"","46","F.6 Проверка шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Thu May 07 08:00:24 UTC 2026","passed","Thu May 07 08:00:24 UTC 2026","TestFooter","footer_test","",""
"","43","H.7 Проверка цвета кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Thu May 07 08:05:00 UTC 2026","passed","Thu May 07 08:05:01 UTC 2026","TestHeader","header_test","",""
"","3612","A.15 GET Список всех пользователей доски для назначения ответственных","tests.api_tests","Thu May 07 07:47:37 UTC 2026","passed","Thu May 07 07:47:41 UTC 2026","TestAPI","api_test","",""
"","54","M.3 Проверка текста кнопки 'Войти' на лендинге","tests.ui_tests","Thu May 07 08:05:29 UTC 2026","passed","Thu May 07 08:05:29 UTC 2026","TestLendingPage","lending_test","",""
"","44","R.2 Проверка размера шрифта заголовка 'Восстановление пароля'","tests.ui_tests","Thu May 07 08:06:19 UTC 2026","passed","Thu May 07 08:06:19 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","36","H.8 Проверка шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Thu May 07 08:05:16 UTC 2026","passed","Thu May 07 08:05:16 UTC 2026","TestHeader","header_test","",""
"Удаление как из участников так и из приглашенных","2247","A.6 POST Удаление приглашенного пользователей из РП","tests.api_tests","Thu May 07 05:57:58 UTC 2026","passed","Thu May 07 05:58:00 UTC 2026","TestAPI","api_test","",""
"","0","S.14 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности' проверка корректности перехода по ссылке 'Политикой конфиденциальности'","tests.ui_tests","Thu May 07 08:08:00 UTC 2026","skipped","Thu May 07 08:08:00 UTC 2026","TestSignupPage","signup_page_test","",""
"","52","S.4 Проверка текста заголовка 'Регистрация'","tests.ui_tests","Thu May 07 08:07:11 UTC 2026","passed","Thu May 07 08:07:11 UTC 2026","TestSignupPage","signup_page_test","",""
"","104","W.13 Проверка видимости выпадающего меню Рабочие пространства","tests.ui_tests","Thu May 07 08:09:20 UTC 2026","passed","Thu May 07 08:09:21 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","57","F.4 Проверка года © PulseWave, 2026 в футере","tests.ui_tests","Thu May 07 07:53:08 UTC 2026","passed","Thu May 07 07:53:08 UTC 2026","TestFooter","footer_test","",""
"","603","H.6 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/signup' по кнопке 'Регистрация'","tests.ui_tests","Thu May 07 08:04:38 UTC 2026","passed","Thu May 07 08:04:39 UTC 2026","TestHeader","header_test","",""
"","0","S.13 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности'","tests.ui_tests","Thu May 07 08:08:00 UTC 2026","skipped","Thu May 07 08:08:00 UTC 2026","TestSignupPage","signup_page_test","",""
"","42","H.8 Проверка цвета кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Thu May 07 08:05:22 UTC 2026","passed","Thu May 07 08:05:22 UTC 2026","TestHeader","header_test","",""
"","594","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Thu May 07 07:51:59 UTC 2026","passed","Thu May 07 07:52:00 UTC 2026","TestFooter","footer_test","",""
"","48","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu May 07 07:56:50 UTC 2026","passed","Thu May 07 07:56:50 UTC 2026","TestFooter","footer_test","",""
"","1589","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Thu May 07 08:04:08 UTC 2026","passed","Thu May 07 08:04:09 UTC 2026","TestHeader","header_test","",""
"","8763","S.8 Регистрация с корректными email и паролем без согласия на подписку","tests.ui_tests","Thu May 07 08:07:32 UTC 2026","passed","Thu May 07 08:07:41 UTC 2026","TestSignupPage","signup_page_test","",""
"","2026","W.5 Проверка что авторизованный пользователь может выйти из аккаунта","tests.ui_tests","Thu May 07 08:08:34 UTC 2026","passed","Thu May 07 08:08:36 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","3207","R.4 Проверить сообщение об отправке ссылки восстановления пароля на емайл","tests.ui_tests","Thu May 07 08:06:31 UTC 2026","passed","Thu May 07 08:06:35 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","40","S.5 Проверка шрифта заголовка 'Регистрация'","tests.ui_tests","Thu May 07 08:07:19 UTC 2026","passed","Thu May 07 08:07:19 UTC 2026","TestSignupPage","signup_page_test","",""
"","1690","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Thu May 07 08:04:12 UTC 2026","passed","Thu May 07 08:04:13 UTC 2026","TestHeader","header_test","",""
"","42","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Thu May 07 07:57:55 UTC 2026","passed","Thu May 07 07:57:55 UTC 2026","TestFooter","footer_test","",""
"","63","M.2 Проверка кликабельности логотипа на лендинге","tests.ui_tests","Thu May 07 08:05:27 UTC 2026","passed","Thu May 07 08:05:27 UTC 2026","TestLendingPage","lending_test","",""
"","47","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu May 07 07:55:40 UTC 2026","passed","Thu May 07 07:55:40 UTC 2026","TestFooter","footer_test","",""
"","1971","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Thu May 07 08:04:01 UTC 2026","passed","Thu May 07 08:04:02 UTC 2026","TestHeader","header_test","",""
"","38","H.8 Проверка цвета шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Thu May 07 08:05:11 UTC 2026","passed","Thu May 07 08:05:11 UTC 2026","TestHeader","header_test","",""
"","63","F.8 Проверка кликабельности значка LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Thu May 07 08:02:41 UTC 2026","passed","Thu May 07 08:02:41 UTC 2026","TestFooter","footer_test","",""
"","12","F.7 Проверка значка LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Thu May 07 08:01:27 UTC 2026","passed","Thu May 07 08:01:27 UTC 2026","TestFooter","footer_test","",""
"","50","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Thu May 07 07:59:04 UTC 2026","passed","Thu May 07 07:59:04 UTC 2026","TestFooter","footer_test","",""
"","1089","H.6 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/signup' по кнопке 'Регистрация'","tests.ui_tests","Thu May 07 08:04:35 UTC 2026","passed","Thu May 07 08:04:36 UTC 2026","TestHeader","header_test","",""
"","2333","S.9 Регистрация с корректным email и паролем и пустым подтверждением пароля","tests.ui_tests","Thu May 07 08:07:45 UTC 2026","passed","Thu May 07 08:07:47 UTC 2026","TestSignupPage","signup_page_test","",""
"","364","S.7 Регистрация с некорректным email и сильным паролем и подтверждением пароля","tests.ui_tests","Thu May 07 08:07:29 UTC 2026","passed","Thu May 07 08:07:29 UTC 2026","TestSignupPage","signup_page_test","",""
"","711","A.7 POST Регистрация ранее зарегистрированного пользователя","tests.api_tests","Thu May 07 05:58:00 UTC 2026","passed","Thu May 07 05:58:01 UTC 2026","TestAPI","api_test","",""
"","572","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Thu May 07 08:03:54 UTC 2026","passed","Thu May 07 08:03:55 UTC 2026","TestFooter","footer_test","",""
"","1888","A.18 POST Обновить JWT refresh token авторизованного пользователя","tests.api_tests","Thu May 07 07:47:44 UTC 2026","passed","Thu May 07 07:47:46 UTC 2026","TestAPI","api_test","",""
"","1885","A.17 GET Получить список всех пользователей для поиска","tests.api_tests","Thu May 07 07:47:42 UTC 2026","passed","Thu May 07 07:47:44 UTC 2026","TestAPI","api_test","",""
"","70","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu May 07 07:55:30 UTC 2026","passed","Thu May 07 07:55:30 UTC 2026","TestFooter","footer_test","",""
"","532","H.7 Проверка цвета кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Thu May 07 08:04:58 UTC 2026","passed","Thu May 07 08:04:58 UTC 2026","TestHeader","header_test","",""
"","54","F.4 Проверка года © PulseWave, 2026 в футере","tests.ui_tests","Thu May 07 07:53:16 UTC 2026","passed","Thu May 07 07:53:16 UTC 2026","TestFooter","footer_test","",""
"","2900","A.12 DELETE Удалить РП","tests.api_tests","Thu May 07 05:58:10 UTC 2026","passed","Thu May 07 05:58:13 UTC 2026","TestAPI","api_test","",""
"","2335","S.10 Регистрация с корректным email и подтверждением пароля и пустым паролем","tests.ui_tests","Thu May 07 08:07:49 UTC 2026","passed","Thu May 07 08:07:52 UTC 2026","TestSignupPage","signup_page_test","",""
"","170","W.10 Проверка цвета переключателя 'Непрочитанные'","tests.ui_tests","Thu May 07 08:09:03 UTC 2026","passed","Thu May 07 08:09:03 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","6300","A.24 POST Установить новый пароль. Используется в личном кабинете после авторизации.","tests.api_tests","Thu May 07 07:48:06 UTC 2026","passed","Thu May 07 07:48:12 UTC 2026","TestAPI","api_test","",""
"","770","Проверка доступности https://app.pulsewave.ru/","tests.api_tests","Thu May 07 07:48:23 UTC 2026","passed","Thu May 07 07:48:23 UTC 2026","TestAvailability","availability_test","",""
"","54","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu May 07 07:56:42 UTC 2026","passed","Thu May 07 07:56:42 UTC 2026","TestFooter","footer_test","",""
"","26","H.8 Проверка размера шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Thu May 07 08:05:03 UTC 2026","passed","Thu May 07 08:05:03 UTC 2026","TestHeader","header_test","",""
"","631","L.3 Проверка редиректа на страницу восстановления пароля при клике на ссылку 'Забыли пароль?'","tests.ui_tests","Thu May 07 08:05:44 UTC 2026","passed","Thu May 07 08:05:45 UTC 2026","TestLoginPage","login_page_test","",""
"","58","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Thu May 07 07:57:53 UTC 2026","passed","Thu May 07 07:57:53 UTC 2026","TestFooter","footer_test","",""
"","2006","A.9 GET Получить список всех Рабочих пространств авторизованного пользователя","tests.api_tests","Thu May 07 05:58:02 UTC 2026","passed","Thu May 07 05:58:04 UTC 2026","TestAPI","api_test","",""
"","74","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Thu May 07 08:03:52 UTC 2026","passed","Thu May 07 08:03:52 UTC 2026","TestFooter","footer_test","",""
"","601","H.5 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/login' по кнопке 'Войти'","tests.ui_tests","Thu May 07 08:04:32 UTC 2026","passed","Thu May 07 08:04:32 UTC 2026","TestHeader","header_test","",""
"","539","H.4 Проверка текста кнопки 'Регистрация'","tests.ui_tests","Thu May 07 08:04:25 UTC 2026","passed","Thu May 07 08:04:25 UTC 2026","TestHeader","header_test","",""
"","46","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/login","tests.ui_tests","Thu May 07 07:50:48 UTC 2026","passed","Thu May 07 07:50:48 UTC 2026","TestFooter","footer_test","",""
"","49","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://pulsewave.ru/","tests.ui_tests","Thu May 07 07:50:45 UTC 2026","passed","Thu May 07 07:50:45 UTC 2026","TestFooter","footer_test","",""
"","42","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Thu May 07 07:58:01 UTC 2026","passed","Thu May 07 07:58:01 UTC 2026","TestFooter","footer_test","",""
"","553","A.30 POST Создать пользователя с некорректными данными","tests.api_tests","Thu May 07 07:48:21 UTC 2026","passed","Thu May 07 07:48:21 UTC 2026","TestAPI","api_test","",""
"","54","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu May 07 07:56:45 UTC 2026","passed","Thu May 07 07:56:45 UTC 2026","TestFooter","footer_test","",""
"","2276","L.8 Авторизация с пустым паролем","tests.ui_tests","Thu May 07 08:06:07 UTC 2026","passed","Thu May 07 08:06:10 UTC 2026","TestLoginPage","login_page_test","",""
"","39","R.2 Проверка шрифта заголовка 'Восстановление пароля'","tests.ui_tests","Thu May 07 08:06:25 UTC 2026","passed","Thu May 07 08:06:25 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","38","W.7 Проверка видимости заголовка 'Ваши рабочие пространства'","tests.ui_tests","Thu May 07 08:08:47 UTC 2026","passed","Thu May 07 08:08:47 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","48","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Thu May 07 07:50:53 UTC 2026","passed","Thu May 07 07:50:53 UTC 2026","TestFooter","footer_test","",""
"","587","L.6 Окно авторизации сообщение 'Забыли пароль?'","tests.ui_tests","Thu May 07 08:05:56 UTC 2026","passed","Thu May 07 08:05:56 UTC 2026","TestLoginPage","login_page_test","",""
"","8","W.3 Проверка видимости аватара","tests.ui_tests","Thu May 07 08:08:24 UTC 2026","passed","Thu May 07 08:08:24 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","2802","L.9 Авторизация с логином заглавными буквами","tests.ui_tests","Thu May 07 08:06:12 UTC 2026","passed","Thu May 07 08:06:15 UTC 2026","TestLoginPage","login_page_test","",""
"","27","H.7 Проверка размера шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Thu May 07 08:04:41 UTC 2026","passed","Thu May 07 08:04:41 UTC 2026","TestHeader","header_test","",""
"","4","W.1 Проверка перехода в рабочее пространство авторизованного пользователя","tests.ui_tests","Thu May 07 08:08:13 UTC 2026","passed","Thu May 07 08:08:13 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","40","L.2 Проверка цвета шрифта заголовка 'Войти'","tests.ui_tests","Thu May 07 08:05:39 UTC 2026","passed","Thu May 07 08:05:39 UTC 2026","TestLoginPage","login_page_test","",""
"","6561832","A.13 POST Подтверждение приглашения в РП","tests.api_tests","Thu May 07 05:58:13 UTC 2026","broken","Thu May 07 07:47:35 UTC 2026","TestAPI","api_test","",""
"","521","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Thu May 07 08:01:29 UTC 2026","passed","Thu May 07 08:01:30 UTC 2026","TestFooter","footer_test","",""
"","9","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Thu May 07 08:01:36 UTC 2026","passed","Thu May 07 08:01:36 UTC 2026","TestFooter","footer_test","",""
"","48","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Thu May 07 07:59:07 UTC 2026","passed","Thu May 07 07:59:07 UTC 2026","TestFooter","footer_test","",""
"","1269","W.9 Проверка возможности изменить цвет переключателя 'Непрочитанные'","tests.ui_tests","Thu May 07 08:08:57 UTC 2026","passed","Thu May 07 08:08:58 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","915","A.1 GET Проверка доступности API","tests.api_tests","Thu May 07 05:57:39 UTC 2026","passed","Thu May 07 05:57:40 UTC 2026","TestAPI","api_test","",""
"","4052","A.29 DELETE Активировать и удалить авторизованного пользователя","tests.api_tests","Thu May 07 07:48:15 UTC 2026","passed","Thu May 07 07:48:20 UTC 2026","TestAPI","api_test","",""
"","6666","A.21 POST Подтверждение смены почты пользователя. Токен из ссылки auth/change_email/{token}.","tests.api_tests","Thu May 07 07:47:50 UTC 2026","passed","Thu May 07 07:47:56 UTC 2026","TestAPI","api_test","",""
"","8356","R.5 Восстановить пароль на корректный емайл","tests.ui_tests","Thu May 07 08:06:37 UTC 2026","passed","Thu May 07 08:06:45 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","50","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu May 07 07:54:19 UTC 2026","passed","Thu May 07 07:54:19 UTC 2026","TestFooter","footer_test","",""
"","39","H.7 Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Thu May 07 08:04:50 UTC 2026","passed","Thu May 07 08:04:50 UTC 2026","TestHeader","header_test","",""
"","534","H.8 Проверка цвета шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Thu May 07 08:05:08 UTC 2026","passed","Thu May 07 08:05:09 UTC 2026","TestHeader","header_test","",""
"","284","W.8 Проверка невидимости кнопки 'Отметить все как прочитанные' в прочитанных уведомлениях","tests.ui_tests","Thu May 07 08:08:52 UTC 2026","passed","Thu May 07 08:08:53 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","576","S.12 Окно регистрации сообщение 'Я согласен получать новости и обновления PulseWave'","tests.ui_tests","Thu May 07 08:07:59 UTC 2026","passed","Thu May 07 08:07:59 UTC 2026","TestSignupPage","signup_page_test","",""
"","77","F.8 Проверка кликабельности значка LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Thu May 07 08:02:38 UTC 2026","passed","Thu May 07 08:02:38 UTC 2026","TestFooter","footer_test","",""
"","37","H.8 Проверка размера шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Thu May 07 08:05:06 UTC 2026","passed","Thu May 07 08:05:06 UTC 2026","TestHeader","header_test","",""
"","2821","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/login","tests.ui_tests","Thu May 07 07:49:35 UTC 2026","passed","Thu May 07 07:49:37 UTC 2026","TestFooter","footer_test","",""
"","90","F.9 Проверка перехода в LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Thu May 07 08:03:49 UTC 2026","passed","Thu May 07 08:03:49 UTC 2026","TestFooter","footer_test","",""
"","3257","A.11 PATCH Частично обновить данные РП (на данный момент только имя)","tests.api_tests","Thu May 07 05:58:07 UTC 2026","passed","Thu May 07 05:58:10 UTC 2026","TestAPI","api_test","",""
"Пользователи добавляются по одному. Если пользователя не существует, он будет создан","9887","A.4 POST Пригласить пользователя по email","tests.api_tests","Thu May 07 05:57:43 UTC 2026","passed","Thu May 07 05:57:53 UTC 2026","TestAPI","api_test","",""
"","1594","A.16 POST Создать Рабочее пространство","tests.api_tests","Thu May 07 07:47:41 UTC 2026","passed","Thu May 07 07:47:42 UTC 2026","TestAPI","api_test","",""
"","3","W.4 Проверка что авторизованный пользователь попадает в Рабочие пространства","tests.ui_tests","Thu May 07 08:08:29 UTC 2026","passed","Thu May 07 08:08:29 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","794","A.30 POST Создать пользователя с некорректными данными","tests.api_tests","Thu May 07 07:48:20 UTC 2026","passed","Thu May 07 07:48:21 UTC 2026","TestAPI","api_test","",""
