"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","W.3 Проверка видимости аватара","tests.ui_tests","Thu Nov 27 04:04:57 UTC 2025","passed","Thu Nov 27 04:04:57 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","1863","S.3 Регистрация с уже зарегистрированным email и корректными паролем и подтверждением пароля","tests.ui_tests","Thu Nov 27 04:03:29 UTC 2025","passed","Thu Nov 27 04:03:31 UTC 2025","TestSignupPage","signup_page_test","",""
"","919","A.2 POST Создать пользователя с корректными данными","tests.api_tests","Thu Nov 27 03:43:10 UTC 2025","passed","Thu Nov 27 03:43:11 UTC 2025","TestAPI","api_test","",""
"","594","H.5 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/login' по кнопке 'Войти'","tests.ui_tests","Thu Nov 27 04:00:44 UTC 2025","passed","Thu Nov 27 04:00:45 UTC 2025","TestHeader","header_test","",""
"","44","H.3 Проверка текста кнопки 'Войти'","tests.ui_tests","Thu Nov 27 04:00:33 UTC 2025","passed","Thu Nov 27 04:00:33 UTC 2025","TestHeader","header_test","",""
"","42","R.2 Проверка шрифта заголовка 'Восстановление пароля'","tests.ui_tests","Thu Nov 27 04:02:36 UTC 2025","passed","Thu Nov 27 04:02:36 UTC 2025","TestPasswordRecoveryPage","password_recovery_test","",""
"","73","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Thu Nov 27 04:00:15 UTC 2025","passed","Thu Nov 27 04:00:16 UTC 2025","TestFooter","footer_test","",""
"Удаление как из участников так и из приглашенных","2530","A.6 POST Удаление приглашенного пользователей из РП","tests.api_tests","Thu Nov 27 03:43:43 UTC 2025","passed","Thu Nov 27 03:43:46 UTC 2025","TestAPI","api_test","",""
"","46","R.2 Проверка размера шрифта заголовка 'Восстановление пароля'","tests.ui_tests","Thu Nov 27 04:02:30 UTC 2025","passed","Thu Nov 27 04:02:30 UTC 2025","TestPasswordRecoveryPage","password_recovery_test","",""
"","42","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/signup","tests.ui_tests","Thu Nov 27 03:47:19 UTC 2025","passed","Thu Nov 27 03:47:19 UTC 2025","TestFooter","footer_test","",""
"","2239","L.8 Авторизация с пустым емайл","tests.ui_tests","Thu Nov 27 04:02:13 UTC 2025","passed","Thu Nov 27 04:02:15 UTC 2025","TestLoginPage","login_page_test","",""
"","39","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:55:31 UTC 2025","passed","Thu Nov 27 03:55:31 UTC 2025","TestFooter","footer_test","",""
"","47","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:50:48 UTC 2025","passed","Thu Nov 27 03:50:48 UTC 2025","TestFooter","footer_test","",""
"","586","H.6 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/signup' по кнопке 'Регистрация'","tests.ui_tests","Thu Nov 27 04:00:47 UTC 2025","passed","Thu Nov 27 04:00:48 UTC 2025","TestHeader","header_test","",""
"","26","H.8 Проверка цвета кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Thu Nov 27 04:01:31 UTC 2025","passed","Thu Nov 27 04:01:31 UTC 2025","TestHeader","header_test","",""
"","93","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Thu Nov 27 03:48:27 UTC 2025","passed","Thu Nov 27 03:48:27 UTC 2025","TestFooter","footer_test","",""
"","614","Проверка доступности https://app.pulsewave.ru/","tests.api_tests","Thu Nov 27 03:44:54 UTC 2025","passed","Thu Nov 27 03:44:54 UTC 2025","TestAvailability","availability_test","",""
"","50","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:51:56 UTC 2025","passed","Thu Nov 27 03:51:56 UTC 2025","TestFooter","footer_test","",""
"","19668","S.1 Регистрация с корректными email и паролем и с согласием на подписку","tests.ui_tests","Thu Nov 27 04:03:04 UTC 2025","passed","Thu Nov 27 04:03:23 UTC 2025","TestSignupPage","signup_page_test","",""
"","503","A.27 POST Регистрация пользователя без пароля","tests.api_tests","Thu Nov 27 03:44:43 UTC 2025","passed","Thu Nov 27 03:44:43 UTC 2025","TestAPI","api_test","",""
"","544","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Thu Nov 27 03:47:21 UTC 2025","passed","Thu Nov 27 03:47:22 UTC 2025","TestFooter","footer_test","",""
"Пользователи добавляются по одному. Если пользователя не существует, он будет создан","4629","A.4 POST Пригласить пользователя по email","tests.api_tests","Thu Nov 27 03:43:25 UTC 2025","passed","Thu Nov 27 03:43:29 UTC 2025","TestAPI","api_test","",""
"","2314","S.9 Регистрация с корректным email и паролем и пустым подтверждением пароля","tests.ui_tests","Thu Nov 27 04:04:19 UTC 2025","passed","Thu Nov 27 04:04:21 UTC 2025","TestSignupPage","signup_page_test","",""
"","37","H.8 Проверка цвета кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Thu Nov 27 04:01:34 UTC 2025","passed","Thu Nov 27 04:01:34 UTC 2025","TestHeader","header_test","",""
"","1970","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/login","tests.ui_tests","Thu Nov 27 03:46:05 UTC 2025","passed","Thu Nov 27 03:46:07 UTC 2025","TestFooter","footer_test","",""
"","831","S.2 Регистрация с корректным email и не совпадающими паролем и подтверждением пароля","tests.ui_tests","Thu Nov 27 04:03:26 UTC 2025","passed","Thu Nov 27 04:03:27 UTC 2025","TestSignupPage","signup_page_test","",""
"","565","F.8 Проверка кликабельности значка LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Thu Nov 27 03:59:03 UTC 2025","passed","Thu Nov 27 03:59:03 UTC 2025","TestFooter","footer_test","",""
"","38","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:54:20 UTC 2025","passed","Thu Nov 27 03:54:20 UTC 2025","TestFooter","footer_test","",""
"","588","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Thu Nov 27 03:48:29 UTC 2025","passed","Thu Nov 27 03:48:30 UTC 2025","TestFooter","footer_test","",""
"","3","W.4 Проверка что авторизованный пользователь попадает в Рабочие пространства","tests.ui_tests","Thu Nov 27 04:05:02 UTC 2025","passed","Thu Nov 27 04:05:02 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","46","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:53:16 UTC 2025","passed","Thu Nov 27 03:53:16 UTC 2025","TestFooter","footer_test","",""
"","34","H.4 Проверка текста кнопки 'Регистрация'","tests.ui_tests","Thu Nov 27 04:00:36 UTC 2025","passed","Thu Nov 27 04:00:36 UTC 2025","TestHeader","header_test","",""
"","648","A.1 GET Проверка доступности API","tests.api_tests","Thu Nov 27 03:43:10 UTC 2025","passed","Thu Nov 27 03:43:10 UTC 2025","TestAPI","api_test","",""
"","45","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:55:36 UTC 2025","passed","Thu Nov 27 03:55:36 UTC 2025","TestFooter","footer_test","",""
"","675","W.10 Проверка цвета переключателя 'Непрочитанные'","tests.ui_tests","Thu Nov 27 04:05:36 UTC 2025","passed","Thu Nov 27 04:05:37 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","333","S.16 Регистрация с корректным email и слабым паролем и подтверждением пароля","tests.ui_tests","Thu Nov 27 04:04:37 UTC 2025","passed","Thu Nov 27 04:04:37 UTC 2025","TestSignupPage","signup_page_test","",""
"","358","S.6 Окно регистрации сообщение 'Слабый пароль. Пароль должен содержать минимум 8 символов, включая буквы и цифры'","tests.ui_tests","Thu Nov 27 04:03:44 UTC 2025","passed","Thu Nov 27 04:03:45 UTC 2025","TestSignupPage","signup_page_test","",""
"","59","M.2 Проверка кликабельности логотипа на лендинге","tests.ui_tests","Thu Nov 27 04:01:39 UTC 2025","passed","Thu Nov 27 04:01:39 UTC 2025","TestLendingPage","lending_test","",""
"","547","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:55:33 UTC 2025","passed","Thu Nov 27 03:55:34 UTC 2025","TestFooter","footer_test","",""
"","91","F.8 Проверка кликабельности значка LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Thu Nov 27 03:58:58 UTC 2025","passed","Thu Nov 27 03:58:58 UTC 2025","TestFooter","footer_test","",""
"","33","H.8 Проверка размера шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Thu Nov 27 04:01:19 UTC 2025","passed","Thu Nov 27 04:01:19 UTC 2025","TestHeader","header_test","",""
"","514","A.30 POST Создать пользователя с некорректными данными","tests.api_tests","Thu Nov 27 03:44:48 UTC 2025","passed","Thu Nov 27 03:44:49 UTC 2025","TestAPI","api_test","",""
"","2770","M.1 Проверка редиректа с /home на страницу лендинга","tests.ui_tests","Thu Nov 27 04:01:34 UTC 2025","passed","Thu Nov 27 04:01:37 UTC 2025","TestLendingPage","lending_test","",""
"","2924","A.11 PATCH Частично обновить данные РП (на данный момент только имя)","tests.api_tests","Thu Nov 27 03:43:52 UTC 2025","passed","Thu Nov 27 03:43:55 UTC 2025","TestAPI","api_test","",""
"","1479","A.22 POST Сброс пароля","tests.api_tests","Thu Nov 27 03:44:22 UTC 2025","passed","Thu Nov 27 03:44:24 UTC 2025","TestAPI","api_test","",""
"","23174","S.8 Регистрация с корректными email и паролем без согласия на подписку","tests.ui_tests","Thu Nov 27 04:03:53 UTC 2025","passed","Thu Nov 27 04:04:16 UTC 2025","TestSignupPage","signup_page_test","",""
"","40","L.2 Проверка цвета шрифта заголовка 'Войти'","tests.ui_tests","Thu Nov 27 04:01:51 UTC 2025","passed","Thu Nov 27 04:01:51 UTC 2025","TestLoginPage","login_page_test","",""
"","2312","S.10 Регистрация с корректным email и подтверждением пароля и пустым паролем","tests.ui_tests","Thu Nov 27 04:04:24 UTC 2025","passed","Thu Nov 27 04:04:26 UTC 2025","TestSignupPage","signup_page_test","",""
"","41","L.1 Проверка текста заголовка 'Войти'","tests.ui_tests","Thu Nov 27 04:01:46 UTC 2025","passed","Thu Nov 27 04:01:46 UTC 2025","TestLoginPage","login_page_test","",""
"","41","H.8 Проверка цвета шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/password?email='","tests.ui_tests","Thu Nov 27 04:01:24 UTC 2025","passed","Thu Nov 27 04:01:24 UTC 2025","TestHeader","header_test","",""
"","2886","A.10 GET Информация о конкретном рабочем пространстве","tests.api_tests","Thu Nov 27 03:43:49 UTC 2025","passed","Thu Nov 27 03:43:52 UTC 2025","TestAPI","api_test","",""
"","1955","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/signup","tests.ui_tests","Thu Nov 27 03:46:07 UTC 2025","passed","Thu Nov 27 03:46:09 UTC 2025","TestFooter","footer_test","",""
"","10","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Thu Nov 27 03:57:53 UTC 2025","passed","Thu Nov 27 03:57:53 UTC 2025","TestFooter","footer_test","",""
"","647","A.7 POST Регистрация ранее зарегистрированного пользователя","tests.api_tests","Thu Nov 27 03:43:46 UTC 2025","passed","Thu Nov 27 03:43:46 UTC 2025","TestAPI","api_test","",""
"","7372","R.5 Восстановить пароль на корректный емайл","tests.ui_tests","Thu Nov 27 04:02:50 UTC 2025","passed","Thu Nov 27 04:02:57 UTC 2025","TestPasswordRecoveryPage","password_recovery_test","",""
"","44","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/login","tests.ui_tests","Thu Nov 27 03:47:16 UTC 2025","passed","Thu Nov 27 03:47:16 UTC 2025","TestFooter","footer_test","",""
"","1607","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Thu Nov 27 04:00:27 UTC 2025","passed","Thu Nov 27 04:00:28 UTC 2025","TestHeader","header_test","",""
"","566","R.2 Проверка цвета шрифта заголовка 'Восстановление пароля'","tests.ui_tests","Thu Nov 27 04:02:32 UTC 2025","passed","Thu Nov 27 04:02:33 UTC 2025","TestPasswordRecoveryPage","password_recovery_test","",""
"","548","S.5 Проверка шрифта заголовка 'Регистрация'","tests.ui_tests","Thu Nov 27 04:03:41 UTC 2025","passed","Thu Nov 27 04:03:42 UTC 2025","TestSignupPage","signup_page_test","",""
"","530","H.7 Проверка размера шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Thu Nov 27 04:00:53 UTC 2025","passed","Thu Nov 27 04:00:54 UTC 2025","TestHeader","header_test","",""
"","48","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:54:18 UTC 2025","passed","Thu Nov 27 03:54:18 UTC 2025","TestFooter","footer_test","",""
"","1263","Проверка доступности https://pulsewave.ru/","tests.api_tests","Thu Nov 27 03:44:52 UTC 2025","passed","Thu Nov 27 03:44:54 UTC 2025","TestAvailability","availability_test","",""
"","107","W.13 Проверка видимости выпадающего меню Рабочие пространства","tests.ui_tests","Thu Nov 27 04:05:53 UTC 2025","passed","Thu Nov 27 04:05:53 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","362","W.8 Проверка невидимости кнопки 'Отметить все как прочитанные' в прочитанных уведомлениях","tests.ui_tests","Thu Nov 27 04:05:25 UTC 2025","passed","Thu Nov 27 04:05:25 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","1294","W.9 Проверка возможности изменить цвет переключателя 'Непрочитанные'","tests.ui_tests","Thu Nov 27 04:05:30 UTC 2025","passed","Thu Nov 27 04:05:31 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","1306","A.18 POST Обновить JWT refresh token авторизованного пользователя","tests.api_tests","Thu Nov 27 03:44:12 UTC 2025","passed","Thu Nov 27 03:44:14 UTC 2025","TestAPI","api_test","",""
"","1330","L.7 Авторизация с некорректным емайл","tests.ui_tests","Thu Nov 27 04:02:09 UTC 2025","passed","Thu Nov 27 04:02:11 UTC 2025","TestLoginPage","login_page_test","",""
"","27","H.8 Проверка шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Thu Nov 27 04:01:26 UTC 2025","passed","Thu Nov 27 04:01:26 UTC 2025","TestHeader","header_test","",""
"","62012","F.1 Проверка попапа о принятии файлов cookie на странице https://pulsewave.ru/","tests.ui_tests","Thu Nov 27 03:45:02 UTC 2025","passed","Thu Nov 27 03:46:04 UTC 2025","TestFooter","footer_test","",""
"","550","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:54:23 UTC 2025","passed","Thu Nov 27 03:54:23 UTC 2025","TestFooter","footer_test","",""
"","1288","Проверка доступности https://web.dev.pulsewave.ru/","tests.api_tests","Thu Nov 27 03:44:50 UTC 2025","passed","Thu Nov 27 03:44:51 UTC 2025","TestAvailability","availability_test","",""
"","42","F.4 Проверка года © PulseWave, 2025 в футере","tests.ui_tests","Thu Nov 27 03:49:43 UTC 2025","passed","Thu Nov 27 03:49:43 UTC 2025","TestFooter","footer_test","",""
"","11517","A.23 POST Подтверждение сброса пароля. Когда пользователь переходит по ссылке     auth/password/reset/confirm/{uid}/{token}","tests.api_tests","Thu Nov 27 03:44:24 UTC 2025","passed","Thu Nov 27 03:44:35 UTC 2025","TestAPI","api_test","",""
"","503","A.26 POST Регистрация пользователя без электронной почты","tests.api_tests","Thu Nov 27 03:44:42 UTC 2025","passed","Thu Nov 27 03:44:43 UTC 2025","TestAPI","api_test","",""
"","118","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Thu Nov 27 03:48:24 UTC 2025","passed","Thu Nov 27 03:48:24 UTC 2025","TestFooter","footer_test","",""
"","573","S.12 Окно регистрации сообщение 'Я согласен получать новости и обновления PulseWave'","tests.ui_tests","Thu Nov 27 04:04:33 UTC 2025","passed","Thu Nov 27 04:04:34 UTC 2025","TestSignupPage","signup_page_test","",""
"","11","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Thu Nov 27 03:57:55 UTC 2025","passed","Thu Nov 27 03:57:55 UTC 2025","TestFooter","footer_test","",""
"","13215","A.3 POST Активация пользователя с корректными данными","tests.api_tests","Thu Nov 27 03:43:11 UTC 2025","passed","Thu Nov 27 03:43:25 UTC 2025","TestAPI","api_test","",""
"","64","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Thu Nov 27 04:00:11 UTC 2025","passed","Thu Nov 27 04:00:11 UTC 2025","TestFooter","footer_test","",""
"","756","A.8 POST Создать пару токенов access и refresh","tests.api_tests","Thu Nov 27 03:43:46 UTC 2025","passed","Thu Nov 27 03:43:47 UTC 2025","TestAPI","api_test","",""
"","552","F.4 Проверка года © PulseWave, 2025 в футере","tests.ui_tests","Thu Nov 27 03:49:40 UTC 2025","passed","Thu Nov 27 03:49:41 UTC 2025","TestFooter","footer_test","",""
"","4995","A.24 POST Установить новый пароль. Используется в личном кабинете после авторизации.","tests.api_tests","Thu Nov 27 03:44:35 UTC 2025","passed","Thu Nov 27 03:44:40 UTC 2025","TestAPI","api_test","",""
"","59","F.8 Проверка кликабельности значка LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Thu Nov 27 03:59:00 UTC 2025","passed","Thu Nov 27 03:59:00 UTC 2025","TestFooter","footer_test","",""
"","50","M.3 Проверка текста кнопки 'Войти' на лендинге","tests.ui_tests","Thu Nov 27 04:01:41 UTC 2025","passed","Thu Nov 27 04:01:41 UTC 2025","TestLendingPage","lending_test","",""
"","56","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:50:46 UTC 2025","passed","Thu Nov 27 03:50:46 UTC 2025","TestFooter","footer_test","",""
"","7920","A.13 POST Подтверждение приглашения в РП","tests.api_tests","Thu Nov 27 03:43:57 UTC 2025","passed","Thu Nov 27 03:44:05 UTC 2025","TestAPI","api_test","",""
"","1583","A.25 DELETE Удалить авторизованного пользователя","tests.api_tests","Thu Nov 27 03:44:40 UTC 2025","passed","Thu Nov 27 03:44:42 UTC 2025","TestAPI","api_test","",""
"","1266","R.6 Восстановить пароль на некорректный емайл","tests.ui_tests","Thu Nov 27 04:03:00 UTC 2025","passed","Thu Nov 27 04:03:01 UTC 2025","TestPasswordRecoveryPage","password_recovery_test","",""
"","2648","A.12 DELETE Удалить РП","tests.api_tests","Thu Nov 27 03:43:55 UTC 2025","passed","Thu Nov 27 03:43:57 UTC 2025","TestAPI","api_test","",""
"","624","Проверка доступности https://app.dev.pulsewave.ru/","tests.api_tests","Thu Nov 27 03:44:51 UTC 2025","passed","Thu Nov 27 03:44:52 UTC 2025","TestAvailability","availability_test","",""
"","36","H.7 Проверка размера шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Thu Nov 27 04:00:57 UTC 2025","passed","Thu Nov 27 04:00:57 UTC 2025","TestHeader","header_test","",""
"","532","H.7 Проверка шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Thu Nov 27 04:01:05 UTC 2025","passed","Thu Nov 27 04:01:05 UTC 2025","TestHeader","header_test","",""
"","39","H.4 Проверка текста кнопки 'Регистрация'","tests.ui_tests","Thu Nov 27 04:00:38 UTC 2025","passed","Thu Nov 27 04:00:38 UTC 2025","TestHeader","header_test","",""
"","839","S.7 Регистрация с некорректным email и сильным паролем и подтверждением пароля","tests.ui_tests","Thu Nov 27 04:03:47 UTC 2025","passed","Thu Nov 27 04:03:48 UTC 2025","TestSignupPage","signup_page_test","",""
"","1691","A.9 GET Получить список всех Рабочих пространств авторизованного пользователя","tests.api_tests","Thu Nov 27 03:43:47 UTC 2025","passed","Thu Nov 27 03:43:49 UTC 2025","TestAPI","api_test","",""
"","551","S.5 Проверка размера шрифта заголовка 'Регистрация'","tests.ui_tests","Thu Nov 27 04:03:36 UTC 2025","passed","Thu Nov 27 04:03:36 UTC 2025","TestSignupPage","signup_page_test","",""
"","41","F.6 Проверка шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:56:46 UTC 2025","passed","Thu Nov 27 03:56:46 UTC 2025","TestFooter","footer_test","",""
"","41","W.7 Проверка видимости заголовка 'Ваши рабочие пространства'","tests.ui_tests","Thu Nov 27 04:05:20 UTC 2025","passed","Thu Nov 27 04:05:20 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","49","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:51:58 UTC 2025","passed","Thu Nov 27 03:51:58 UTC 2025","TestFooter","footer_test","",""
"","14053","A.5 POST Повторная отправка ссылки с приглашением пользователя","tests.api_tests","Thu Nov 27 03:43:29 UTC 2025","passed","Thu Nov 27 03:43:43 UTC 2025","TestAPI","api_test","",""
"","552","S.4 Проверка текста заголовка 'Регистрация'","tests.ui_tests","Thu Nov 27 04:03:33 UTC 2025","passed","Thu Nov 27 04:03:33 UTC 2025","TestSignupPage","signup_page_test","",""
"","89","F.9 Проверка перехода в LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Thu Nov 27 04:00:08 UTC 2025","passed","Thu Nov 27 04:00:08 UTC 2025","TestFooter","footer_test","",""
"","573","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:53:10 UTC 2025","passed","Thu Nov 27 03:53:10 UTC 2025","TestFooter","footer_test","",""
"","43","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:54:26 UTC 2025","passed","Thu Nov 27 03:54:26 UTC 2025","TestFooter","footer_test","",""
"","52","F.6 Проверка шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:56:41 UTC 2025","passed","Thu Nov 27 03:56:41 UTC 2025","TestFooter","footer_test","",""
"","49","F.4 Проверка года © PulseWave, 2025 в футере","tests.ui_tests","Thu Nov 27 03:49:38 UTC 2025","passed","Thu Nov 27 03:49:38 UTC 2025","TestFooter","footer_test","",""
"","1978","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Thu Nov 27 03:46:09 UTC 2025","passed","Thu Nov 27 03:46:11 UTC 2025","TestFooter","footer_test","",""
"","51","M.4 Проверка текста кнопки 'Бесплатная регистрация' на лендинге","tests.ui_tests","Thu Nov 27 04:01:43 UTC 2025","passed","Thu Nov 27 04:01:43 UTC 2025","TestLendingPage","lending_test","",""
"","38","H.7 Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Thu Nov 27 04:01:02 UTC 2025","passed","Thu Nov 27 04:01:02 UTC 2025","TestHeader","header_test","",""
"","41","L.2 Проверка размера шрифта заголовка 'Войти'","tests.ui_tests","Thu Nov 27 04:01:49 UTC 2025","passed","Thu Nov 27 04:01:49 UTC 2025","TestLoginPage","login_page_test","",""
"","2768","S.11 Регистрация с пустым email и сильным паролем и подтверждением пароля","tests.ui_tests","Thu Nov 27 04:04:28 UTC 2025","passed","Thu Nov 27 04:04:31 UTC 2025","TestSignupPage","signup_page_test","",""
"","52","R.1 Проверка текста заголовка 'Восстановление пароля'","tests.ui_tests","Thu Nov 27 04:02:27 UTC 2025","passed","Thu Nov 27 04:02:27 UTC 2025","TestPasswordRecoveryPage","password_recovery_test","",""
"","820","S.7 Регистрация с некорректным email и сильным паролем и подтверждением пароля","tests.ui_tests","Thu Nov 27 04:03:50 UTC 2025","passed","Thu Nov 27 04:03:51 UTC 2025","TestSignupPage","signup_page_test","",""
"","549","S.5 Проверка цвета шрифта заголовка 'Регистрация'","tests.ui_tests","Thu Nov 27 04:03:39 UTC 2025","passed","Thu Nov 27 04:03:39 UTC 2025","TestSignupPage","signup_page_test","",""
"","89","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Thu Nov 27 03:48:33 UTC 2025","passed","Thu Nov 27 03:48:33 UTC 2025","TestFooter","footer_test","",""
"","2829","A.15 GET Список всех пользователей доски для назначения ответственных","tests.api_tests","Thu Nov 27 03:44:07 UTC 2025","passed","Thu Nov 27 03:44:10 UTC 2025","TestAPI","api_test","",""
"","513","A.30 POST Создать пользователя с некорректными данными","tests.api_tests","Thu Nov 27 03:44:48 UTC 2025","passed","Thu Nov 27 03:44:48 UTC 2025","TestAPI","api_test","",""
