"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 25 18:14:30 GMT 2025","Tue Mar 25 18:14:30 GMT 2025","47","tests.test_footer","test_footer","TestFooter","","","Проверка цвета шрифта надписи '© PulseWave, 2023-2025' в футере",""
"passed","Tue Mar 25 18:12:28 GMT 2025","Tue Mar 25 18:12:28 GMT 2025","591","tests.test_api","test_api","TestAPI","","","POST Создать пользователя с некорректными данными",""
"passed","Tue Mar 25 18:17:26 GMT 2025","Tue Mar 25 18:17:26 GMT 2025","50","tests.test_login_page","test_login_page","TestLoginPage","","","Окно авторизации сообщение 'Забыли пароль?'",""
"passed","Tue Mar 25 18:19:40 GMT 2025","Tue Mar 25 18:19:40 GMT 2025","35","tests.test_password_recovery","test_password_recovery","TestPasswordRecoveryPage","","","Проверка шрифта заголовка 'Восстановление пароля'",""
"passed","Tue Mar 25 18:16:53 GMT 2025","Tue Mar 25 18:16:53 GMT 2025","46","tests.test_header","test_header","TestHeader","","","Проверка цвета кнопки 'Регистрация в хедере https://pulsewave.ru/auth/login'",""
"passed","Tue Mar 25 18:18:03 GMT 2025","Tue Mar 25 18:18:03 GMT 2025","37","tests.test_main_page","test_main_page","TestMainPage","","","Проверка размера шрифта кнопки 'Зарегистрироваться'",""
"passed","Tue Mar 25 18:16:15 GMT 2025","Tue Mar 25 18:16:15 GMT 2025","37","tests.test_header","test_header","TestHeader","","","Проверка цвета кнопки 'Войти' в хедере https://pulsewave.ru/auth/signup",""
"passed","Tue Mar 25 18:16:28 GMT 2025","Tue Mar 25 18:16:28 GMT 2025","37","tests.test_header","test_header","TestHeader","","","Проверка размера шрифта кнопки 'Регистрация в хедере https://pulsewave.ru/auth/password?email='",""
"passed","Tue Mar 25 18:11:52 GMT 2025","Tue Mar 25 18:11:56 GMT 2025","3652","tests.test_api","test_api","TestAPI","","","GET Список всех пользователей доски для назначения ответственных",""
"passed","Tue Mar 25 18:18:35 GMT 2025","Tue Mar 25 18:18:35 GMT 2025","41","tests.test_main_page","test_main_page","TestMainPage","","","Проверка размера шрифта элемента 'Ваша безопасность и конфиденциальность для нас на первом месте!' в футере",""
"passed","Tue Mar 25 18:17:03 GMT 2025","Tue Mar 25 18:17:03 GMT 2025","36","tests.test_login_page","test_login_page","TestLoginPage","","","Проверка размера шрифта заголовка 'Войти'",""
"passed","Tue Mar 25 18:18:38 GMT 2025","Tue Mar 25 18:18:38 GMT 2025","41","tests.test_main_page","test_main_page","TestMainPage","","","Проверка цвета шрифта элемента 'Ваша безопасность и конфиденциальность для нас на первом месте!' в футере",""
"passed","Tue Mar 25 18:12:27 GMT 2025","Tue Mar 25 18:12:28 GMT 2025","588","tests.test_api","test_api","TestAPI","","","POST Создать пользователя с некорректными данными",""
"passed","Tue Mar 25 18:17:39 GMT 2025","Tue Mar 25 18:17:41 GMT 2025","2204","tests.test_login_page","test_login_page","TestLoginPage","","","Авторизация с пустым паролем",""
"passed","Tue Mar 25 18:12:01 GMT 2025","Tue Mar 25 18:12:03 GMT 2025","1866","tests.test_api","test_api","TestAPI","","","GET Получить данные авторизованного пользователя me",""
"passed","Tue Mar 25 18:13:50 GMT 2025","Tue Mar 25 18:13:50 GMT 2025","37","tests.test_footer","test_footer","TestFooter","","","Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере",""
"passed","Tue Mar 25 18:21:52 GMT 2025","Tue Mar 25 18:21:52 GMT 2025","3","tests.test_workspace_page","test_workspace_page","TestWorkspacePage","","","W4. Проверка что авторизованный пользователь попадает в Рабочие пространства",""
"skipped","Tue Mar 25 18:13:28 GMT 2025","Tue Mar 25 18:13:28 GMT 2025","0","tests.test_footer","test_footer","TestFooter","","","test_get_css_property_footer_license[font-family-Mulish, sans-serif-\u0448\u0440\u0438\u0444\u0442\u0430-https://pulsewave.ru/auth/signup-chrome]",""
"passed","Tue Mar 25 18:16:50 GMT 2025","Tue Mar 25 18:16:50 GMT 2025","40","tests.test_header","test_header","TestHeader","","","Проверка цвета кнопки 'Регистрация в хедере https://pulsewave.ru/'",""
"passed","Tue Mar 25 18:19:20 GMT 2025","Tue Mar 25 18:19:20 GMT 2025","41","tests.test_main_page","test_main_page","TestMainPage","","","Проверка текста элемента 'Неограниченный функционал, понятный интерфейс и большое количество возможностей
помогут Вам улучшить рабочий процесс.'",""
"passed","Tue Mar 25 18:16:47 GMT 2025","Tue Mar 25 18:16:47 GMT 2025","38","tests.test_header","test_header","TestHeader","","","Проверка шрифта кнопки 'Регистрация в хедере https://pulsewave.ru/auth/password?email='",""
"passed","Tue Mar 25 18:20:19 GMT 2025","Tue Mar 25 18:20:19 GMT 2025","308","tests.test_signup_page","test_signup_page","TestSignupPage","","","1.6 Регистрация с корректным email и не совпадающими паролем и подтверждением пароля",""
"passed","Tue Mar 25 18:16:25 GMT 2025","Tue Mar 25 18:16:25 GMT 2025","36","tests.test_header","test_header","TestHeader","","","Проверка размера шрифта кнопки 'Регистрация в хедере https://pulsewave.ru/auth/login'",""
"passed","Tue Mar 25 18:21:36 GMT 2025","Tue Mar 25 18:21:36 GMT 2025","3","tests.test_workspace_page","test_workspace_page","TestWorkspacePage","","","W1. Проверка перехода в рабочее пространство авторизованного пользователя",""
