"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1967","W.5 Проверка что авторизованный пользователь может выйти из аккаунта","tests.ui_tests","Fri Apr 24 07:57:08 UTC 2026","passed","Fri Apr 24 07:57:10 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","880","Проверка доступности https://app.pulsewave.ru/","tests.api_tests","Fri Apr 24 07:34:24 UTC 2026","passed","Fri Apr 24 07:34:25 UTC 2026","TestAvailability","availability_test","",""
"","550","F.8 Проверка кликабельности значка LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Fri Apr 24 07:49:32 UTC 2026","passed","Fri Apr 24 07:49:33 UTC 2026","TestFooter","footer_test","",""
"","2095","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Fri Apr 24 07:50:50 UTC 2026","passed","Fri Apr 24 07:50:52 UTC 2026","TestHeader","header_test","",""
"","32","L.2 Проверка цвета шрифта заголовка 'Войти'","tests.ui_tests","Fri Apr 24 07:52:58 UTC 2026","passed","Fri Apr 24 07:52:58 UTC 2026","TestLoginPage","login_page_test","",""
"","22","H.7 Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Fri Apr 24 07:51:46 UTC 2026","passed","Fri Apr 24 07:51:46 UTC 2026","TestHeader","header_test","",""
"","0","S.13 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности'","tests.ui_tests","Fri Apr 24 07:56:26 UTC 2026","skipped","Fri Apr 24 07:56:26 UTC 2026","TestSignupPage","signup_page_test","",""
"","723","A.30 POST Создать пользователя с некорректными данными","tests.api_tests","Fri Apr 24 07:34:21 UTC 2026","passed","Fri Apr 24 07:34:22 UTC 2026","TestAPI","api_test","",""
"","27","H.3 Проверка текста кнопки 'Войти'","tests.ui_tests","Fri Apr 24 07:51:11 UTC 2026","passed","Fri Apr 24 07:51:11 UTC 2026","TestHeader","header_test","",""
"","959","A.13 POST Подтверждение приглашения в РП","tests.api_tests","Fri Apr 24 07:33:58 UTC 2026","broken","Fri Apr 24 07:33:59 UTC 2026","TestAPI","api_test","",""
"","31","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Fri Apr 24 07:44:31 UTC 2026","passed","Fri Apr 24 07:44:31 UTC 2026","TestFooter","footer_test","",""
"","7108","A.29 DELETE Активировать и удалить авторизованного пользователя","tests.api_tests","Fri Apr 24 07:34:13 UTC 2026","passed","Fri Apr 24 07:34:20 UTC 2026","TestAPI","api_test","",""
"","1969","Проверка доступности https://pulsewave.ru/","tests.api_tests","Fri Apr 24 07:34:22 UTC 2026","passed","Fri Apr 24 07:34:24 UTC 2026","TestAvailability","availability_test","",""
"","2136","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Fri Apr 24 07:50:56 UTC 2026","passed","Fri Apr 24 07:50:58 UTC 2026","TestHeader","header_test","",""
"","47","F.4 Проверка года © PulseWave, 2026 в футере","tests.ui_tests","Fri Apr 24 07:39:20 UTC 2026","passed","Fri Apr 24 07:39:20 UTC 2026","TestFooter","footer_test","",""
"","718","A.1 GET Проверка доступности API","tests.api_tests","Fri Apr 24 05:31:30 UTC 2026","broken","Fri Apr 24 05:31:31 UTC 2026","TestAPI","api_test","",""
"","63648","F.1 Проверка попапа о принятии файлов cookie на странице https://pulsewave.ru/","tests.ui_tests","Fri Apr 24 07:34:31 UTC 2026","passed","Fri Apr 24 07:35:34 UTC 2026","TestFooter","footer_test","",""
"Пользователи добавляются по одному. Если пользователя не существует, он будет создан","1286","A.4 POST Пригласить пользователя по email","tests.api_tests","Fri Apr 24 07:33:47 UTC 2026","broken","Fri Apr 24 07:33:48 UTC 2026","TestAPI","api_test","",""
"","20","H.8 Проверка цвета шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Fri Apr 24 07:52:14 UTC 2026","passed","Fri Apr 24 07:52:14 UTC 2026","TestHeader","header_test","",""
"","30","S.5 Проверка размера шрифта заголовка 'Регистрация'","tests.ui_tests","Fri Apr 24 07:55:26 UTC 2026","passed","Fri Apr 24 07:55:26 UTC 2026","TestSignupPage","signup_page_test","",""
"","33","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Fri Apr 24 07:42:01 UTC 2026","passed","Fri Apr 24 07:42:01 UTC 2026","TestFooter","footer_test","",""
"","68","F.8 Проверка кликабельности значка LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Fri Apr 24 07:49:21 UTC 2026","passed","Fri Apr 24 07:49:21 UTC 2026","TestFooter","footer_test","",""
"","47","F.8 Проверка кликабельности значка LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Fri Apr 24 07:49:29 UTC 2026","passed","Fri Apr 24 07:49:29 UTC 2026","TestFooter","footer_test","",""
"","86","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Fri Apr 24 07:38:03 UTC 2026","passed","Fri Apr 24 07:38:03 UTC 2026","TestFooter","footer_test","",""
"","972","A.19 GET Получить данные авторизованного пользователя me","tests.api_tests","Fri Apr 24 07:34:04 UTC 2026","broken","Fri Apr 24 07:34:05 UTC 2026","TestAPI","api_test","",""
"","8","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Fri Apr 24 07:48:10 UTC 2026","passed","Fri Apr 24 07:48:10 UTC 2026","TestFooter","footer_test","",""
"","930","A.9 GET Получить список всех Рабочих пространств авторизованного пользователя","tests.api_tests","Fri Apr 24 07:33:54 UTC 2026","broken","Fri Apr 24 07:33:54 UTC 2026","TestAPI","api_test","",""
"","40","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Fri Apr 24 07:45:49 UTC 2026","passed","Fri Apr 24 07:45:49 UTC 2026","TestFooter","footer_test","",""
"","20","H.7 Проверка цвета кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Fri Apr 24 07:52:00 UTC 2026","passed","Fri Apr 24 07:52:00 UTC 2026","TestHeader","header_test","",""
"","3","W.2 Проверка заголовка рабочего пространства","tests.ui_tests","Fri Apr 24 07:56:50 UTC 2026","passed","Fri Apr 24 07:56:50 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","22","H.8 Проверка цвета кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Fri Apr 24 07:52:31 UTC 2026","passed","Fri Apr 24 07:52:31 UTC 2026","TestHeader","header_test","",""
"","672","A.30 POST Создать пользователя с некорректными данными","tests.api_tests","Fri Apr 24 07:34:20 UTC 2026","passed","Fri Apr 24 07:34:20 UTC 2026","TestAPI","api_test","",""
"","1531","A.10 GET Информация о конкретном рабочем пространстве","tests.api_tests","Fri Apr 24 07:33:54 UTC 2026","broken","Fri Apr 24 07:33:56 UTC 2026","TestAPI","api_test","",""
"","710","A.2 POST Создать пользователя с корректными данными","tests.api_tests","Fri Apr 24 05:31:31 UTC 2026","broken","Fri Apr 24 05:31:32 UTC 2026","TestAPI","api_test","",""
"","1530","A.21 POST Подтверждение смены почты пользователя. Токен из ссылки auth/change_email/{token}.","tests.api_tests","Fri Apr 24 07:34:06 UTC 2026","broken","Fri Apr 24 07:34:08 UTC 2026","TestAPI","api_test","",""
"","923","A.12 DELETE Удалить РП","tests.api_tests","Fri Apr 24 07:33:57 UTC 2026","broken","Fri Apr 24 07:33:58 UTC 2026","TestAPI","api_test","",""
"","707","A.25 DELETE Удалить авторизованного пользователя","tests.api_tests","Fri Apr 24 07:34:10 UTC 2026","broken","Fri Apr 24 07:34:11 UTC 2026","TestAPI","api_test","",""
"","50","M.2 Проверка кликабельности логотипа на лендинге","tests.ui_tests","Fri Apr 24 07:52:42 UTC 2026","passed","Fri Apr 24 07:52:42 UTC 2026","TestLendingPage","lending_test","",""
"","566","H.6 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/signup' по кнопке 'Регистрация'","tests.ui_tests","Fri Apr 24 07:51:30 UTC 2026","passed","Fri Apr 24 07:51:31 UTC 2026","TestHeader","header_test","",""
"","35","S.5 Проверка шрифта заголовка 'Регистрация'","tests.ui_tests","Fri Apr 24 07:55:34 UTC 2026","passed","Fri Apr 24 07:55:34 UTC 2026","TestSignupPage","signup_page_test","",""
"","40","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://app.pulsewave.ru/auth/login","tests.ui_tests","Fri Apr 24 07:36:52 UTC 2026","passed","Fri Apr 24 07:36:52 UTC 2026","TestFooter","footer_test","",""
"","1779","L.5 Авторизация с некорректным паролем","tests.ui_tests","Fri Apr 24 07:53:15 UTC 2026","passed","Fri Apr 24 07:53:17 UTC 2026","TestLoginPage","login_page_test","",""
"","25","H.7 Проверка шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Fri Apr 24 07:51:56 UTC 2026","passed","Fri Apr 24 07:51:56 UTC 2026","TestHeader","header_test","",""
"","83","W.13 Проверка видимости выпадающего меню Рабочие пространства","tests.ui_tests","Fri Apr 24 07:59:08 UTC 2026","passed","Fri Apr 24 07:59:09 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","2245","S.10 Регистрация с корректным email и подтверждением пароля и пустым паролем","tests.ui_tests","Fri Apr 24 07:56:14 UTC 2026","passed","Fri Apr 24 07:56:16 UTC 2026","TestSignupPage","signup_page_test","",""
"","1009","A.20 POST Запрос на смену почты","tests.api_tests","Fri Apr 24 07:34:05 UTC 2026","broken","Fri Apr 24 07:34:06 UTC 2026","TestAPI","api_test","",""
"","38","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Fri Apr 24 07:40:38 UTC 2026","passed","Fri Apr 24 07:40:38 UTC 2026","TestFooter","footer_test","",""
"","33","R.2 Проверка шрифта заголовка 'Восстановление пароля'","tests.ui_tests","Fri Apr 24 07:53:58 UTC 2026","passed","Fri Apr 24 07:53:58 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","33","L.2 Проверка размера шрифта заголовка 'Войти'","tests.ui_tests","Fri Apr 24 07:52:54 UTC 2026","passed","Fri Apr 24 07:52:54 UTC 2026","TestLoginPage","login_page_test","",""
"","20","H.7 Проверка шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Fri Apr 24 07:51:53 UTC 2026","passed","Fri Apr 24 07:51:53 UTC 2026","TestHeader","header_test","",""
"","742","W.8 Проверка невидимости кнопки 'Отметить все как прочитанные' в прочитанных уведомлениях","tests.ui_tests","Fri Apr 24 07:57:31 UTC 2026","passed","Fri Apr 24 07:57:32 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","0","S.15 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности', проверка корректности перехода по ссылке 'Условиями пользования'","tests.ui_tests","Fri Apr 24 07:56:26 UTC 2026","skipped","Fri Apr 24 07:56:26 UTC 2026","TestSignupPage","signup_page_test","",""
"","55","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Fri Apr 24 07:50:43 UTC 2026","passed","Fri Apr 24 07:50:43 UTC 2026","TestFooter","footer_test","",""
"","59","F.9 Проверка перехода в LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Fri Apr 24 07:50:35 UTC 2026","passed","Fri Apr 24 07:50:36 UTC 2026","TestFooter","footer_test","",""
"","2067","R.3  Проверка некликабельности кнопки 'Продолжить'","tests.ui_tests","Fri Apr 24 07:54:03 UTC 2026","passed","Fri Apr 24 07:54:05 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","3378","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Fri Apr 24 07:35:42 UTC 2026","passed","Fri Apr 24 07:35:46 UTC 2026","TestFooter","footer_test","",""
"","55","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Fri Apr 24 07:50:47 UTC 2026","passed","Fri Apr 24 07:50:47 UTC 2026","TestFooter","footer_test","",""
"","1259","L.7 Авторизация с некорректным емайл","tests.ui_tests","Fri Apr 24 07:53:24 UTC 2026","passed","Fri Apr 24 07:53:25 UTC 2026","TestLoginPage","login_page_test","",""
"","3","W.4 Проверка что авторизованный пользователь попадает в Рабочие пространства","tests.ui_tests","Fri Apr 24 07:57:02 UTC 2026","passed","Fri Apr 24 07:57:02 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","3450","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/login","tests.ui_tests","Fri Apr 24 07:35:35 UTC 2026","passed","Fri Apr 24 07:35:38 UTC 2026","TestFooter","footer_test","",""
"","25","H.7 Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Fri Apr 24 07:51:49 UTC 2026","passed","Fri Apr 24 07:51:49 UTC 2026","TestHeader","header_test","",""
