"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 15 18:12:35 GMT 2025","Thu May 15 18:12:37 GMT 2025","1727","tests.test_api","test_api","TestAPI","","","POST Создать Рабочее пространство",""
"passed","Thu May 15 18:12:21 GMT 2025","Thu May 15 18:12:25 GMT 2025","3597","tests.test_api","test_api","TestAPI","","","DELETE Удалить РП",""
"passed","Thu May 15 18:12:01 GMT 2025","Thu May 15 18:12:05 GMT 2025","4522","tests.test_api","test_api","TestAPI","","","POST Пригласить пользователя по email","Пользователи добавляются по одному. Если пользователя не существует, он будет создан"
"passed","Thu May 15 18:12:51 GMT 2025","Thu May 15 18:12:53 GMT 2025","1627","tests.test_api","test_api","TestAPI","","","DELETE Удалить авторизованного пользователя",""
"passed","Thu May 15 18:12:13 GMT 2025","Thu May 15 18:12:15 GMT 2025","2007","tests.test_api","test_api","TestAPI","","","GET Получить список всех Рабочих пространств авторизованного пользователя",""
"passed","Thu May 15 18:12:25 GMT 2025","Thu May 15 18:12:31 GMT 2025","5854","tests.test_api","test_api","TestAPI","","","POST Подтверждение приглашения в РП",""
"failed","Thu May 15 18:12:42 GMT 2025","Thu May 15 18:12:46 GMT 2025","3388","tests.test_api","test_api","TestAPI","","","POST Подтверждение смены почты пользователя. Токен получить из ссылки auth/change_email/{token}.",""
"passed","Thu May 15 18:12:38 GMT 2025","Thu May 15 18:12:39 GMT 2025","1258","tests.test_api","test_api","TestAPI","","","POST Обновить JWT refresh token авторизованного пользователя",""
"failed","Thu May 15 18:12:41 GMT 2025","Thu May 15 18:12:42 GMT 2025","1832","tests.test_api","test_api","TestAPI","","","POST Запрос на смену почты",""
"passed","Thu May 15 18:12:19 GMT 2025","Thu May 15 18:12:21 GMT 2025","2866","tests.test_api","test_api","TestAPI","","","PATCH Частично обновить данные РП (на данный момент только имя)",""
"passed","Thu May 15 18:12:53 GMT 2025","Thu May 15 18:12:54 GMT 2025","482","tests.test_api","test_api","TestAPI","","","POST Регистрация пользователя без пароля",""
"passed","Thu May 15 18:12:15 GMT 2025","Thu May 15 18:12:19 GMT 2025","3354","tests.test_api","test_api","TestAPI","","","GET Информация о конкретном рабочем пространстве",""
"passed","Thu May 15 18:12:37 GMT 2025","Thu May 15 18:12:38 GMT 2025","1251","tests.test_api","test_api","TestAPI","","","GET Получить список всех пользователей для поиска",""
"passed","Thu May 15 18:11:57 GMT 2025","Thu May 15 18:11:58 GMT 2025","1248","tests.test_api","test_api","TestAPI","","","2.1 POST Создать пользователя с корректными данными",""
"passed","Thu May 15 18:11:58 GMT 2025","Thu May 15 18:12:01 GMT 2025","2794","tests.test_api","test_api","TestAPI","","","2.2 POST Активация пользователя с корректными данными",""
"passed","Thu May 15 18:12:39 GMT 2025","Thu May 15 18:12:41 GMT 2025","1275","tests.test_api","test_api","TestAPI","","","GET Получить данные авторизованного пользователя me",""
"passed","Thu May 15 18:12:31 GMT 2025","Thu May 15 18:12:32 GMT 2025","1651","tests.test_api","test_api","TestAPI","","","POST Создать доску без указания РП","Создание доски без указания РП, будет создано дефолтное РП для этой доски"
"passed","Thu May 15 18:12:47 GMT 2025","Thu May 15 18:12:51 GMT 2025","3843","tests.test_api","test_api","TestAPI","","","POST Подтверждение сброса пароля. Когда пользователь переходит по ссылке     auth/password/reset/confirm/{uid}/{token}",""
"failed","Thu May 15 18:12:54 GMT 2025","Thu May 15 18:12:55 GMT 2025","854","tests.test_api","test_api","TestAPI","","","POST Регистрация пользователя без подтверждения подписки",""
"passed","Thu May 15 18:12:32 GMT 2025","Thu May 15 18:12:35 GMT 2025","2492","tests.test_api","test_api","TestAPI","","","GET Список всех пользователей доски для назначения ответственных",""
"passed","Thu May 15 18:12:10 GMT 2025","Thu May 15 18:12:12 GMT 2025","2421","tests.test_api","test_api","TestAPI","","","POST Удаление приглашенного пользователей из РП","Удаление как из участников так и из приглашенных"
"passed","Thu May 15 18:11:56 GMT 2025","Thu May 15 18:11:57 GMT 2025","841","tests.test_api","test_api","TestAPI","","","1.1 GET Проверка доступности API",""
"passed","Thu May 15 18:12:05 GMT 2025","Thu May 15 18:12:10 GMT 2025","4355","tests.test_api","test_api","TestAPI","","","POST Повторная отправка ссылки с приглашением пользователя",""
"passed","Thu May 15 18:12:12 GMT 2025","Thu May 15 18:12:12 GMT 2025","493","tests.test_api","test_api","TestAPI","","","POST Регистрация ранее зарегистрированного пользователя",""
"passed","Thu May 15 18:12:53 GMT 2025","Thu May 15 18:12:53 GMT 2025","495","tests.test_api","test_api","TestAPI","","","POST Регистрация пользователя без электронной почты",""
"passed","Thu May 15 18:12:46 GMT 2025","Thu May 15 18:12:47 GMT 2025","1635","tests.test_api","test_api","TestAPI","","","POST Сброс пароля",""
"passed","Thu May 15 18:12:12 GMT 2025","Thu May 15 18:12:13 GMT 2025","736","tests.test_api","test_api","TestAPI","","","POST Создать пару токенов access и refresh",""
