"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2026","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/signup","tests.ui_tests","Mon Apr 13 05:39:42 UTC 2026","passed","Mon Apr 13 05:39:44 UTC 2026","TestFooter","footer_test","",""
"","533","H.8 Проверка цвета кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Mon Apr 13 05:55:35 UTC 2026","passed","Mon Apr 13 05:55:35 UTC 2026","TestHeader","header_test","",""
"","65","M.4 Проверка текста кнопки 'Бесплатная регистрация' на лендинге","tests.ui_tests","Mon Apr 13 05:55:49 UTC 2026","passed","Mon Apr 13 05:55:49 UTC 2026","TestLendingPage","lending_test","",""
"","31","H.7 Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Mon Apr 13 05:55:00 UTC 2026","passed","Mon Apr 13 05:55:00 UTC 2026","TestHeader","header_test","",""
"","126","F.3 Проверка элемента 'info@pulsewave.ru'в хедере","tests.ui_tests","Mon Apr 13 05:42:08 UTC 2026","passed","Mon Apr 13 05:42:08 UTC 2026","TestFooter","footer_test","",""
"","868","S.16 Регистрация с корректным email и слабым паролем и подтверждением пароля","tests.ui_tests","Mon Apr 13 05:58:24 UTC 2026","passed","Mon Apr 13 05:58:25 UTC 2026","TestSignupPage","signup_page_test","",""
"","40","F.6 Проверка шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Mon Apr 13 05:50:32 UTC 2026","passed","Mon Apr 13 05:50:32 UTC 2026","TestFooter","footer_test","",""
"Удаление как из участников так и из приглашенных","2994","A.6 POST Удаление приглашенного пользователей из РП","tests.api_tests","Mon Apr 13 05:37:30 UTC 2026","passed","Mon Apr 13 05:37:33 UTC 2026","TestAPI","api_test","",""
"","52","F.6 Проверка шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Mon Apr 13 05:50:35 UTC 2026","passed","Mon Apr 13 05:50:35 UTC 2026","TestFooter","footer_test","",""
"","67","M.2 Проверка кликабельности логотипа на лендинге","tests.ui_tests","Mon Apr 13 05:55:44 UTC 2026","passed","Mon Apr 13 05:55:44 UTC 2026","TestLendingPage","lending_test","",""
"","1599","A.9 GET Получить список всех Рабочих пространств авторизованного пользователя","tests.api_tests","Mon Apr 13 05:37:34 UTC 2026","passed","Mon Apr 13 05:37:35 UTC 2026","TestAPI","api_test","",""
"","53","S.4 Проверка текста заголовка 'Регистрация'","tests.ui_tests","Mon Apr 13 05:57:32 UTC 2026","passed","Mon Apr 13 05:57:32 UTC 2026","TestSignupPage","signup_page_test","",""
"","2807","S.10 Регистрация с корректным email и подтверждением пароля и пустым паролем","tests.ui_tests","Mon Apr 13 05:58:10 UTC 2026","passed","Mon Apr 13 05:58:13 UTC 2026","TestSignupPage","signup_page_test","",""
"","575","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Mon Apr 13 05:54:09 UTC 2026","passed","Mon Apr 13 05:54:09 UTC 2026","TestFooter","footer_test","",""
"","847","S.7 Регистрация с некорректным email и сильным паролем и подтверждением пароля","tests.ui_tests","Mon Apr 13 05:57:46 UTC 2026","passed","Mon Apr 13 05:57:47 UTC 2026","TestSignupPage","signup_page_test","",""
"","41","R.2 Проверка шрифта заголовка 'Восстановление пароля'","tests.ui_tests","Mon Apr 13 05:56:47 UTC 2026","passed","Mon Apr 13 05:56:47 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","612","L.3 Проверка редиректа на страницу восстановления пароля при клике на ссылку 'Забыли пароль?'","tests.ui_tests","Mon Apr 13 05:56:04 UTC 2026","passed","Mon Apr 13 05:56:05 UTC 2026","TestLoginPage","login_page_test","",""
"","40","H.7 Проверка цвета кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Mon Apr 13 05:55:16 UTC 2026","passed","Mon Apr 13 05:55:16 UTC 2026","TestHeader","header_test","",""
"","1823","Проверка доступности https://pulsewave.ru/","tests.api_tests","Mon Apr 13 05:38:33 UTC 2026","passed","Mon Apr 13 05:38:35 UTC 2026","TestAvailability","availability_test","",""
"","1256","W.12 Проверка прочтения уведомлений","tests.ui_tests","Mon Apr 13 05:59:46 UTC 2026","passed","Mon Apr 13 05:59:48 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","4868","A.24 POST Установить новый пароль. Используется в личном кабинете после авторизации.","tests.api_tests","Mon Apr 13 05:38:18 UTC 2026","passed","Mon Apr 13 05:38:23 UTC 2026","TestAPI","api_test","",""
"","47","S.5 Проверка размера шрифта заголовка 'Регистрация'","tests.ui_tests","Mon Apr 13 05:57:35 UTC 2026","passed","Mon Apr 13 05:57:35 UTC 2026","TestSignupPage","signup_page_test","",""
"","62180","F.1 Проверка попапа о принятии файлов cookie на странице https://pulsewave.ru/","tests.ui_tests","Mon Apr 13 05:38:37 UTC 2026","passed","Mon Apr 13 05:39:39 UTC 2026","TestFooter","footer_test","",""
"","554","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Mon Apr 13 05:44:34 UTC 2026","passed","Mon Apr 13 05:44:34 UTC 2026","TestFooter","footer_test","",""
"","84","F.9 Проверка перехода в LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Mon Apr 13 05:54:03 UTC 2026","passed","Mon Apr 13 05:54:03 UTC 2026","TestFooter","footer_test","",""
"","552","F.6 Проверка цвета шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Mon Apr 13 05:49:23 UTC 2026","passed","Mon Apr 13 05:49:23 UTC 2026","TestFooter","footer_test","",""
"","77","L.6 Окно авторизации сообщение 'Забыли пароль?'","tests.ui_tests","Mon Apr 13 05:56:16 UTC 2026","passed","Mon Apr 13 05:56:16 UTC 2026","TestLoginPage","login_page_test","",""
"","41","H.4 Проверка текста кнопки 'Регистрация'","tests.ui_tests","Mon Apr 13 05:54:39 UTC 2026","passed","Mon Apr 13 05:54:40 UTC 2026","TestHeader","header_test","",""
"","1144","A.2 POST Создать пользователя с корректными данными","tests.api_tests","Mon Apr 13 05:37:12 UTC 2026","passed","Mon Apr 13 05:37:13 UTC 2026","TestAPI","api_test","",""
"","572","F.4 Проверка года © PulseWave, 2026 в футере","tests.ui_tests","Mon Apr 13 05:43:17 UTC 2026","passed","Mon Apr 13 05:43:18 UTC 2026","TestFooter","footer_test","",""
"","4593","A.21 POST Подтверждение смены почты пользователя. Токен из ссылки auth/change_email/{token}.","tests.api_tests","Mon Apr 13 05:38:04 UTC 2026","passed","Mon Apr 13 05:38:08 UTC 2026","TestAPI","api_test","",""
"","3175","A.3 POST Активация пользователя с корректными данными","tests.api_tests","Mon Apr 13 05:37:13 UTC 2026","passed","Mon Apr 13 05:37:16 UTC 2026","TestAPI","api_test","",""
"","550","F.6 Проверка размера шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","Mon Apr 13 05:48:12 UTC 2026","passed","Mon Apr 13 05:48:13 UTC 2026","TestFooter","footer_test","",""
"","277","W.8 Проверка невидимости кнопки 'Отметить все как прочитанные' в прочитанных уведомлениях","tests.ui_tests","Mon Apr 13 05:59:22 UTC 2026","passed","Mon Apr 13 05:59:22 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","567","F.8 Проверка кликабельности значка LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Mon Apr 13 05:52:54 UTC 2026","passed","Mon Apr 13 05:52:55 UTC 2026","TestFooter","footer_test","",""
"","1945","F.1 Проверка попапа о принятии файлов cookie на странице https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Mon Apr 13 05:39:45 UTC 2026","passed","Mon Apr 13 05:39:47 UTC 2026","TestFooter","footer_test","",""
"","847","S.16 Регистрация с корректным email и слабым паролем и подтверждением пароля","tests.ui_tests","Mon Apr 13 05:58:27 UTC 2026","passed","Mon Apr 13 05:58:28 UTC 2026","TestSignupPage","signup_page_test","",""
"","1761","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Mon Apr 13 05:54:21 UTC 2026","passed","Mon Apr 13 05:54:23 UTC 2026","TestHeader","header_test","",""
"","38","W.7 Проверка видимости заголовка 'Ваши рабочие пространства'","tests.ui_tests","Mon Apr 13 05:59:16 UTC 2026","passed","Mon Apr 13 05:59:16 UTC 2026","TestWorkspacePage","workspace_page_test","",""
"","2075","R.3  Проверка некликабельности кнопки 'Продолжить'","tests.ui_tests","Mon Apr 13 05:56:49 UTC 2026","passed","Mon Apr 13 05:56:51 UTC 2026","TestPasswordRecoveryPage","password_recovery_test","",""
"","7581","S.1 Регистрация с корректными email и паролем и с согласием на подписку","tests.ui_tests","Mon Apr 13 05:57:14 UTC 2026","passed","Mon Apr 13 05:57:21 UTC 2026","TestSignupPage","signup_page_test","",""
"","33","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","Mon Apr 13 05:51:48 UTC 2026","passed","Mon Apr 13 05:51:48 UTC 2026","TestFooter","footer_test","",""
"","531","H.7 Проверка размера шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Mon Apr 13 05:54:55 UTC 2026","passed","Mon Apr 13 05:54:55 UTC 2026","TestHeader","header_test","",""
"","10","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Mon Apr 13 05:51:46 UTC 2026","passed","Mon Apr 13 05:51:46 UTC 2026","TestFooter","footer_test","",""
