"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","78","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","2026-07-12","passed","2026-07-12","TestFooter","footer_test","",""
"","558","R.2 Проверка цвета шрифта заголовка 'Восстановление пароля'","tests.ui_tests","2026-07-12","passed","2026-07-12","TestPasswordRecoveryPage","password_recovery_test","",""
"","962","A.18 POST Обновить JWT refresh token авторизованного пользователя","tests.api_tests","2026-07-12","broken","2026-07-12","TestAPI","api_test","",""
"","11","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/password?email=' в футере","tests.ui_tests","2026-07-12","passed","2026-07-12","TestFooter","footer_test","",""
"","2080","R.3  Проверка некликабельности кнопки 'Продолжить'","tests.ui_tests","2026-07-12","passed","2026-07-12","TestPasswordRecoveryPage","password_recovery_test","",""
"","867","A.30 POST Создать пользователя с некорректными данными","tests.api_tests","2026-07-12","passed","2026-07-12","TestAPI","api_test","",""
"","70","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","2026-07-12","passed","2026-07-12","TestFooter","footer_test","",""
"","16785","R.5 Восстановить пароль на корректный емайл","tests.ui_tests","2026-07-12","passed","2026-07-12","TestPasswordRecoveryPage","password_recovery_test","",""
"","534","H.7 Проверка цвета кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","2026-07-12","passed","2026-07-12","TestHeader","header_test","",""
"","390","S.16 Регистрация с корректным email и слабым паролем и подтверждением пароля","tests.ui_tests","2026-07-12","passed","2026-07-12","TestSignupPage","signup_page_test","",""
"","60","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","2026-07-12","passed","2026-07-12","TestFooter","footer_test","",""
"","83","F.8 Проверка кликабельности значка LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","2026-07-12","passed","2026-07-12","TestFooter","footer_test","",""
"","552","F.6 Проверка шрифта надписи '© PulseWave, 2023-2026' в футере","tests.ui_tests","2026-07-12","passed","2026-07-12","TestFooter","footer_test","",""
